day_of_week,away_team,away_goals,home_team,home_goals,length_of_game_min,away_outcome,home_outcome,W,L,GDIFF,SOW%,PTS,PTS%,PP,PP%
1,22,6,26,2,153,1,0,46,25,54,30,103,63,50,20
1,24,3,29,4,145,0,1,27,49,42,75,60,36,32,14
2,31,1,0,4,149,0,1,39,32,49,33,89,54,52,21
2,6,2,7,4,152,0,1,28,42,42,75,68,41,47,19
2,28,2,11,3,162,0,1,40,30,51,37,92,56,58,23
2,15,1,27,2,153,0,1,22,49,40,60,55,33,34,13
2,19,1,30,5,149,0,1,52,24,55,57,110,67,55,25
3,15,1,3,5,146,0,1,22,49,40,60,55,33,34,13
3,18,3,5,6,166,0,1,37,35,49,25,84,51,46,22
3,1,2,8,8,150,0,1,25,50,40,20,57,35,28,13
3,26,7,10,6,170,1,0,51,23,55,28,110,67,62,23
3,22,4,12,5,160,0,1,46,25,54,30,103,63,50,20
3,29,2,13,6,152,0,1,43,31,51,50,94,57,39,18
3,24,4,16,3,156,1,0,27,49,42,75,60,36,32,14
3,9,3,19,2,152,1,0,46,30,48,71,98,60,54,22
3,27,2,20,3,146,0,1,54,21,55,75,115,70,63,27
4,14,2,0,1,157,1,0,53,22,55,55,113,69,53,20
4,6,3,17,4,148,0,1,28,42,42,75,68,41,47,19
4,28,5,21,4,162,1,0,40,30,51,37,92,56,58,23
5,9,1,2,3,156,0,1,46,30,48,71,98,60,54,22
5,1,1,3,2,148,0,1,25,50,40,20,57,35,28,13
5,24,1,8,2,145,0,1,27,49,42,75,60,36,32,14
5,25,5,7,3,152,1,0,49,22,56,40,109,67,65,26
5,28,1,10,3,156,0,1,40,30,51,37,92,56,58,23
5,4,2,11,5,156,0,1,50,21,58,50,111,68,54,22
5,18,1,12,5,154,0,1,37,35,49,25,84,51,46,22
5,14,3,13,2,146,1,0,53,22,55,55,113,69,53,20
5,19,3,15,1,150,1,0,52,24,55,57,110,67,55,25
5,5,3,16,2,155,1,0,54,20,58,33,116,71,51,21
5,6,2,22,5,135,0,1,28,42,42,75,68,41,47,19
5,31,3,23,4,145,0,1,39,32,49,33,89,54,52,21
5,20,1,27,3,149,0,1,33,42,45,60,73,44,47,19
5,26,2,30,1,163,1,0,51,23,55,28,110,67,62,23
6,9,2,20,3,147,0,1,46,30,48,71,98,60,54,22
0,25,7,1,4,147,1,0,49,22,56,40,109,67,65,26
0,0,3,4,2,146,1,0,31,37,46,44,76,46,48,21
0,24,1,21,6,150,0,1,27,49,42,75,60,36,32,14
0,19,2,27,1,148,1,0,52,24,55,57,110,67,55,25
1,28,2,3,5,137,0,1,40,30,51,37,92,56,58,23
1,18,4,6,1,146,1,0,37,35,49,25,84,51,46,22
1,8,1,10,4,148,0,1,37,38,46,57,81,49,41,18
1,0,5,11,6,153,0,1,31,37,46,44,76,46,48,21
1,31,5,14,6,171,0,1,39,32,49,33,89,54,52,21
1,23,5,15,0,139,1,0,32,37,44,50,77,47,41,18
1,24,2,17,4,164,0,1,27,49,42,75,60,36,32,14
1,13,1,16,2,146,0,1,44,27,50,50,99,61,40,16
1,9,2,22,1,148,1,0,46,30,48,71,98,60,54,22
1,12,4,26,1,149,1,0,58,18,58,42,122,75,64,24
1,7,3,30,6,152,0,1,56,19,57,66,119,73,67,24
2,2,3,21,6,146,0,1,51,26,53,50,107,65,50,21
2,25,3,29,1,146,1,0,49,22,56,40,109,67,65,26
3,11,5,1,1,145,1,0,49,27,53,83,104,64,61,25
3,18,2,8,3,140,0,1,37,35,49,25,84,51,46,22
3,28,4,6,1,147,1,0,40,30,51,37,92,56,58,23
3,4,3,10,0,137,1,0,50,21,58,50,111,68,54,22
3,7,1,12,4,154,0,1,56,19,57,66,119,73,67,24
3,5,4,15,1,149,1,0,54,20,58,33,116,71,51,21
3,30,4,17,1,141,1,0,44,26,52,62,100,61,48,18
3,19,3,16,1,161,1,0,52,24,55,57,110,67,55,25
3,23,2,20,1,148,1,0,32,37,44,50,77,47,41,18
3,0,1,31,5,140,0,1,31,37,46,44,76,46,48,21
4,2,4,3,1,136,1,0,51,26,53,50,107,65,50,21
4,13,2,9,3,147,0,1,44,27,50,50,99,61,40,16
4,23,5,27,3,147,1,0,32,37,44,50,77,47,41,18
4,11,5,29,3,153,1,0,49,27,53,83,104,64,61,25
5,18,3,1,0,146,1,0,37,35,49,25,84,51,46,22
5,5,5,8,1,142,1,0,54,20,58,33,116,71,51,21
5,0,3,14,4,161,0,1,31,37,46,44,76,46,48,21
5,10,1,15,6,141,0,1,32,40,42,60,74,45,37,16
5,3,1,17,2,149,0,1,32,39,44,50,75,46,47,21
5,19,3,20,2,146,1,0,52,24,55,57,110,67,55,25
5,12,4,21,2,151,1,0,58,18,58,42,122,75,64,24
5,27,1,22,7,149,0,1,54,21,55,75,115,70,63,27
5,28,4,24,2,152,1,0,40,30,51,37,92,56,58,23
5,13,3,25,7,150,0,1,44,27,50,50,99,61,40,16
5,7,4,26,3,184,1,0,56,19,57,66,119,73,67,24
5,16,4,31,6,154,0,1,45,30,51,66,97,59,63,24
5,4,4,30,3,151,1,0,50,21,58,50,111,68,54,22
6,23,3,2,4,152,0,1,32,37,44,50,77,47,41,18
6,10,6,6,3,154,1,0,32,40,42,60,74,45,37,16
6,16,5,14,2,158,1,0,45,30,51,66,97,59,63,24
6,18,2,29,0,144,1,0,37,35,49,25,84,51,46,22
0,26,1,3,5,145,0,1,51,23,55,28,110,67,62,23
0,27,1,5,4,145,0,1,54,21,55,75,115,70,63,27
0,9,1,8,4,144,0,1,46,30,48,71,98,60,54,22
0,1,3,12,5,147,0,1,25,50,40,20,57,35,28,13
0,4,5,19,1,143,1,0,50,21,58,50,111,68,54,22
0,30,7,20,5,162,1,0,44,26,52,62,100,61,48,18
0,13,0,25,3,146,0,1,44,27,50,50,99,61,40,16
1,31,4,0,3,144,1,0,39,32,49,33,89,54,52,21
1,29,3,7,1,152,1,0,43,31,51,50,94,57,39,18
1,4,5,17,3,153,1,0,50,21,58,50,111,68,54,22
1,23,1,16,3,147,0,1,32,37,44,50,77,47,41,18
1,26,5,22,1,148,1,0,51,23,55,28,110,67,62,23
1,15,1,24,5,140,0,1,22,49,40,60,55,33,34,13
1,14,3,28,2,148,1,0,53,22,55,55,113,69,53,20
2,27,3,6,2,149,1,0,54,21,55,75,115,70,63,27
2,29,3,9,2,147,1,0,43,31,51,50,94,57,39,18
2,21,5,11,3,144,1,0,25,46,41,20,61,37,30,12
2,2,1,12,4,146,0,1,51,26,53,50,107,65,50,21
2,10,3,30,2,144,1,0,32,40,42,60,74,45,37,16
3,3,4,0,3,145,1,0,32,39,44,50,75,46,47,21
3,2,0,5,3,151,0,1,51,26,53,50,107,65,50,21
3,31,3,13,2,136,1,0,39,32,49,33,89,54,52,21
3,4,4,22,0,143,1,0,50,21,58,50,111,68,54,22
3,14,1,24,4,149,0,1,53,22,55,55,113,69,53,20
3,15,4,23,0,143,1,0,22,49,40,60,55,33,34,13
3,7,4,25,3,163,1,0,56,19,57,66,119,73,67,24
3,1,1,26,5,155,0,1,25,50,40,20,57,35,28,13
3,21,2,28,1,139,1,0,25,46,41,20,61,37,30,12
4,6,3,5,6,150,0,1,28,42,42,75,68,41,47,19
4,20,4,9,1,148,1,0,33,42,45,60,73,44,47,19
4,12,3,10,2,148,1,0,58,18,58,42,122,75,64,24
4,8,0,19,4,144,0,1,37,38,46,57,81,49,41,18
4,0,4,29,5,165,0,1,31,37,46,44,76,46,48,21
4,1,0,30,2,138,0,1,25,50,40,20,57,35,28,13
5,12,2,2,3,153,0,1,58,18,58,42,122,75,64,24
5,21,0,4,4,149,0,1,25,46,41,20,61,37,30,12
5,14,1,7,4,153,0,1,53,22,55,55,113,69,53,20
5,15,2,13,5,147,0,1,22,49,40,60,55,33,34,13
5,18,2,16,3,163,0,1,37,35,49,25,84,51,46,22
5,17,4,22,2,148,1,0,27,46,44,37,63,38,35,15
5,31,1,23,2,142,0,1,39,32,49,33,89,54,52,21
5,6,0,25,1,144,0,1,28,42,42,75,68,41,47,19
5,10,4,27,5,143,0,1,32,40,42,60,74,45,37,16
5,11,2,28,1,142,1,0,49,27,53,83,104,64,61,25
6,15,2,0,4,143,0,1,22,49,40,60,55,33,34,13
6,1,1,5,2,148,0,1,25,50,40,20,57,35,28,13
6,3,2,13,3,139,0,1,32,39,44,50,75,46,47,21
6,8,4,17,3,156,1,0,37,38,46,57,81,49,41,18
6,19,3,24,1,146,1,0,52,24,55,57,110,67,55,25
0,20,1,6,5,138,0,1,33,42,45,60,73,44,47,19
0,24,2,11,5,138,0,1,27,49,42,75,60,36,32,14
0,30,2,26,3,148,0,1,44,26,52,62,100,61,48,18
1,17,0,0,4,147,0,1,27,46,44,37,63,38,35,15
1,16,3,4,2,148,1,0,45,30,51,66,97,59,63,24
1,20,4,14,5,163,0,1,33,42,45,60,73,44,47,19
1,10,0,15,3,143,0,1,32,40,42,60,74,45,37,16
1,1,0,21,3,144,0,1,25,50,40,20,57,35,28,13
1,3,3,23,5,139,0,1,32,39,44,50,75,46,47,21
1,29,0,27,4,140,0,1,43,31,51,50,94,57,39,18
1,19,2,28,3,142,0,1,52,24,55,57,110,67,55,25
1,9,3,31,4,166,0,1,46,30,48,71,98,60,54,22
2,5,4,6,3,143,1,0,54,20,58,33,116,71,51,21
2,8,5,7,4,149,1,0,37,38,46,57,81,49,41,18
2,16,2,11,5,148,0,1,45,30,51,66,97,59,63,24
2,25,2,13,3,161,0,1,49,22,56,40,109,67,65,26
3,10,1,2,5,149,0,1,32,40,42,60,74,45,37,16
3,9,4,4,3,154,1,0,46,30,48,71,98,60,54,22
3,30,4,12,5,153,0,1,44,26,52,62,100,61,48,18
3,18,6,15,2,148,1,0,37,35,49,25,84,51,46,22
3,29,5,20,1,139,1,0,43,31,51,50,94,57,39,18
3,21,2,22,3,151,0,1,25,46,41,20,61,37,30,12
3,3,2,24,5,150,0,1,32,39,44,50,75,46,47,21
3,25,5,23,3,143,1,0,49,22,56,40,109,67,65,26
3,26,1,27,2,151,0,1,51,23,55,28,110,67,62,23
4,1,1,0,3,149,0,1,25,50,40,20,57,35,28,13
4,19,5,11,6,150,0,1,52,24,55,57,110,67,55,25
4,17,2,13,3,150,0,1,27,46,44,37,63,38,35,15
4,16,3,28,2,147,1,0,45,30,51,66,97,59,63,24
4,6,1,31,5,141,0,1,28,42,42,75,68,41,47,19
5,24,4,1,5,146,0,1,27,49,42,75,60,36,32,14
5,10,4,3,3,145,1,0,32,40,42,60,74,45,37,16
5,7,2,8,4,143,0,1,56,19,57,66,119,73,67,24
5,19,0,4,6,145,0,1,52,24,55,57,110,67,55,25
5,5,2,12,5,151,0,1,54,20,58,33,116,71,51,21
5,29,5,15,2,151,1,0,43,31,51,50,94,57,39,18
5,26,5,20,3,150,1,0,51,23,55,28,110,67,62,23
5,14,5,22,4,166,1,0,53,22,55,55,113,69,53,20
5,17,3,23,2,153,1,0,27,46,44,37,63,38,35,15
5,2,2,27,5,150,0,1,51,26,53,50,107,65,50,21
5,18,2,31,0,142,1,0,37,35,49,25,84,51,46,22
5,21,2,30,1,143,1,0,25,46,41,20,61,37,30,12
6,25,1,0,4,149,0,1,49,22,56,40,109,67,65,26
6,16,1,6,2,139,0,1,45,30,51,66,97,59,63,24
6,29,2,10,5,144,0,1,43,31,51,50,94,57,39,18
6,18,2,14,5,137,0,1,37,35,49,25,84,51,46,22
6,9,3,28,6,145,0,1,46,30,48,71,98,60,54,22
0,12,3,19,4,149,0,1,58,18,58,42,122,75,64,24
0,13,5,27,1,148,1,0,44,27,50,50,99,61,40,16
0,3,3,30,5,144,0,1,32,39,44,50,75,46,47,21
1,20,2,2,3,155,0,1,33,42,45,60,73,44,47,19
1,23,4,4,1,151,1,0,32,37,44,50,77,47,41,18
1,22,2,6,3,161,0,1,46,25,54,30,103,63,50,20
1,11,2,10,4,145,0,1,49,27,53,83,104,64,61,25
1,13,3,15,2,161,1,0,44,27,50,50,99,61,40,16
1,12,3,17,7,147,0,1,58,18,58,42,122,75,64,24
1,5,2,26,1,157,1,0,54,20,58,33,116,71,51,21
1,0,3,28,2,147,1,0,31,37,46,44,76,46,48,21
1,24,2,29,4,146,0,1,27,49,42,75,60,36,32,14
1,25,3,31,2,154,1,0,49,22,56,40,109,67,65,26
2,14,5,1,2,143,1,0,53,22,55,55,113,69,53,20
2,16,4,9,2,142,1,0,45,30,51,66,97,59,63,24
2,27,3,21,0,153,1,0,54,21,55,75,115,70,63,27
3,11,5,2,3,145,1,0,49,27,53,83,104,64,61,25
3,28,1,7,7,143,0,1,40,30,51,37,92,56,58,23
3,30,2,10,0,145,1,0,44,26,52,62,100,61,48,18
3,4,2,15,4,147,0,1,50,21,58,50,111,68,54,22
3,18,0,17,4,144,0,1,37,35,49,25,84,51,46,22
3,13,2,20,0,142,1,0,44,27,50,50,99,61,40,16
3,12,2,22,3,159,0,1,58,18,58,42,122,75,64,24
3,0,7,24,4,146,1,0,31,37,46,44,76,46,48,21
3,16,4,25,3,151,1,0,45,30,51,66,97,59,63,24
3,14,2,29,3,146,0,1,53,22,55,55,113,69,53,20
3,23,1,31,4,140,0,1,32,37,44,50,77,47,41,18
4,11,2,3,3,154,0,1,49,27,53,83,104,64,61,25
4,21,2,5,1,156,1,0,25,46,41,20,61,37,30,12
4,30,4,8,3,144,1,0,44,26,52,62,100,61,48,18
4,1,1,6,2,152,0,1,25,50,40,20,57,35,28,13
4,4,1,27,2,149,0,1,50,21,58,50,111,68,54,22
5,27,5,3,4,141,1,0,54,21,55,75,115,70,63,27
5,25,2,5,3,142,0,1,49,22,56,40,109,67,65,26
5,19,5,8,3,149,1,0,52,24,55,57,110,67,55,25
5,23,2,7,6,148,0,1,32,37,44,50,77,47,41,18
5,21,2,9,5,151,0,1,25,46,41,20,61,37,30,12
5,15,2,10,3,159,0,1,22,49,40,60,55,33,34,13
5,2,5,17,2,150,1,0,51,26,53,50,107,65,50,21
5,1,1,16,4,149,0,1,25,50,40,20,57,35,28,13
5,22,3,20,6,142,0,1,46,25,54,30,103,63,50,20
5,14,4,24,2,146,1,0,53,22,55,55,113,69,53,20
5,12,2,26,3,160,0,1,58,18,58,42,122,75,64,24
5,28,4,29,7,156,0,1,40,30,51,37,92,56,58,23
5,13,2,31,3,137,0,1,44,27,50,50,99,61,40,16
6,28,1,0,5,141,0,1,40,30,51,37,92,56,58,23
6,15,2,2,5,149,0,1,22,49,40,60,55,33,34,13
6,17,3,19,4,173,0,1,27,46,44,37,63,38,35,15
6,4,4,20,0,147,1,0,50,21,58,50,111,68,54,22
6,11,5,25,4,152,1,0,49,27,53,83,104,64,61,25
6,22,1,30,6,141,0,1,46,25,54,30,103,63,50,20
0,10,3,8,5,143,0,1,32,40,42,60,74,45,37,16
0,18,1,26,4,155,0,1,37,35,49,25,84,51,46,22
1,30,2,0,3,150,0,1,44,26,52,62,100,61,48,18
1,10,2,9,5,144,0,1,32,40,42,60,74,45,37,16
1,18,1,12,6,144,0,1,37,35,49,25,84,51,46,22
1,23,4,14,1,143,1,0,32,37,44,50,77,47,41,18
1,15,2,19,3,146,0,1,22,49,40,60,55,33,34,13
1,4,1,21,2,161,0,1,50,21,58,50,111,68,54,22
1,3,2,22,1,150,1,0,32,39,44,50,75,46,47,21
1,1,3,25,2,146,1,0,25,50,40,20,57,35,28,13
1,16,0,27,3,147,0,1,45,30,51,66,97,59,63,24
1,5,4,29,2,154,1,0,54,20,58,33,116,71,51,21
1,11,2,31,5,148,0,1,49,27,53,83,104,64,61,25
2,30,2,13,0,151,1,0,44,26,52,62,100,61,48,18
2,6,4,24,2,142,1,0,28,42,42,75,68,41,47,19
2,7,4,28,2,154,1,0,56,19,57,66,119,73,67,24
3,5,2,0,1,147,1,0,54,20,58,33,116,71,51,21
3,8,5,1,4,159,1,0,37,38,46,57,81,49,41,18
3,4,5,3,0,136,1,0,50,21,58,50,111,68,54,22
3,31,1,11,2,162,0,1,39,32,49,33,89,54,52,21
3,17,1,12,4,142,0,1,27,46,44,37,63,38,35,15
3,9,2,14,7,152,0,1,46,30,48,71,98,60,54,22
3,22,6,15,0,132,1,0,46,25,54,30,103,63,50,20
3,26,4,21,3,156,1,0,51,23,55,28,110,67,62,23
3,23,1,25,4,147,0,1,32,37,44,50,77,47,41,18
3,19,1,27,2,138,0,1,52,24,55,57,110,67,55,25
3,10,2,29,5,140,0,1,32,40,42,60,74,45,37,16
4,7,7,24,3,155,1,0,56,19,57,66,119,73,67,24
4,31,2,28,3,142,0,1,39,32,49,33,89,54,52,21
5,10,1,1,2,140,0,1,32,40,42,60,74,45,37,16
5,25,1,9,4,150,0,1,49,22,56,40,109,67,65,26
5,6,2,11,5,141,0,1,28,42,42,75,68,41,47,19
5,14,4,12,5,152,0,1,53,22,55,55,113,69,53,20
5,5,5,13,4,138,1,0,54,20,58,33,116,71,51,21
5,16,3,15,6,163,0,1,45,30,51,66,97,59,63,24
5,4,5,18,2,144,1,0,50,21,58,50,111,68,54,22
5,2,5,21,2,152,1,0,51,26,53,50,107,65,50,21
5,30,4,23,0,145,1,0,44,26,52,62,100,61,48,18
5,17,5,26,3,157,1,0,27,46,44,37,63,38,35,15
5,22,2,27,0,137,1,0,46,25,54,30,103,63,50,20
5,8,2,29,3,155,0,1,37,38,46,57,81,49,41,18
6,4,4,2,0,148,1,0,50,21,58,50,111,68,54,22
6,1,2,13,1,144,1,0,25,50,40,20,57,35,28,13
6,27,3,18,0,139,1,0,54,21,55,75,115,70,63,27
6,3,4,19,5,141,0,1,32,39,44,50,75,46,47,21
6,30,2,24,5,156,0,1,44,26,52,62,100,61,48,18
6,14,4,26,5,171,0,1,53,22,55,55,113,69,53,20
6,6,1,28,0,141,1,0,28,42,42,75,68,41,47,19
0,8,7,3,4,142,1,0,37,38,46,57,81,49,41,18
0,20,5,7,7,156,0,1,33,42,45,60,73,44,47,19
0,0,2,16,3,152,0,1,31,37,46,44,76,46,48,21
0,5,1,23,2,140,0,1,54,20,58,33,116,71,51,21
0,29,2,25,5,146,0,1,43,31,51,50,94,57,39,18
0,22,3,31,1,139,1,0,46,25,54,30,103,63,50,20
1,6,2,4,5,140,0,1,28,42,42,75,68,41,47,19
1,11,1,9,4,151,0,1,49,27,53,83,104,64,61,25
1,21,0,26,4,150,0,1,25,46,41,20,61,37,30,12
2,11,5,1,3,152,1,0,49,27,53,83,104,64,61,25
2,2,5,3,1,143,1,0,51,26,53,50,107,65,50,21
2,31,0,8,3,147,0,1,39,32,49,33,89,54,52,21
2,0,2,7,5,156,0,1,31,37,46,44,76,46,48,21
2,25,2,10,4,144,0,1,49,22,56,40,109,67,65,26
2,21,1,12,2,151,0,1,25,46,41,20,61,37,30,12
2,27,6,13,2,141,1,0,54,21,55,75,115,70,63,27
2,14,3,17,2,152,1,0,53,22,55,55,113,69,53,20
2,29,5,16,2,157,1,0,43,31,51,50,94,57,39,18
2,19,4,18,1,150,1,0,52,24,55,57,110,67,55,25
2,28,1,22,4,144,0,1,40,30,51,37,92,56,58,23
2,5,1,24,2,150,0,1,54,20,58,33,116,71,51,21
2,20,3,23,6,151,0,1,33,42,45,60,73,44,47,19
2,15,3,30,6,149,0,1,22,49,40,60,55,33,34,13
4,20,0,0,4,141,0,1,33,42,45,60,73,44,47,19
4,19,5,2,2,154,1,0,52,24,55,57,110,67,55,25
4,15,1,3,4,140,0,1,22,49,40,60,55,33,34,13
4,28,2,8,4,140,0,1,40,30,51,37,92,56,58,23
4,25,2,6,3,145,0,1,49,22,56,40,109,67,65,26
4,7,1,9,3,143,0,1,56,19,57,66,119,73,67,24
4,31,1,14,7,141,0,1,39,32,49,33,89,54,52,21
4,17,2,16,4,145,0,1,27,46,44,37,63,38,35,15
4,22,1,18,0,141,1,0,46,25,54,30,103,63,50,20
4,5,6,21,3,151,1,0,54,20,58,33,116,71,51,21
4,27,4,23,1,137,1,0,54,21,55,75,115,70,63,27
4,24,0,26,3,133,0,1,27,49,42,75,60,36,32,14
4,12,3,30,4,155,0,1,58,18,58,42,122,75,64,24
5,9,3,1,2,146,1,0,46,30,48,71,98,60,54,22
5,31,4,4,2,144,1,0,39,32,49,33,89,54,52,21
5,16,2,7,6,158,0,1,45,30,51,66,97,59,63,24
5,3,2,10,3,147,0,1,32,39,44,50,75,46,47,21
5,24,4,12,1,138,1,0,27,49,42,75,60,36,32,14
5,20,2,13,4,150,0,1,33,42,45,60,73,44,47,19
5,15,6,22,3,154,1,0,22,49,40,60,55,33,34,13
5,8,3,25,6,143,0,1,37,38,46,57,81,49,41,18
5,11,3,29,2,146,1,0,49,27,53,83,104,64,61,25
6,27,5,0,1,138,1,0,54,21,55,75,115,70,63,27
6,28,2,2,3,155,0,1,40,30,51,37,92,56,58,23
6,30,4,5,2,155,1,0,44,26,52,62,100,61,48,18
6,23,2,6,0,135,1,0,32,37,44,50,77,47,41,18
6,26,2,14,4,144,0,1,51,23,55,28,110,67,62,23
6,21,2,17,5,145,0,1,25,46,41,20,61,37,30,12
0,24,7,3,4,146,1,0,27,49,42,75,60,36,32,14
0,22,1,4,2,163,0,1,46,25,54,30,103,63,50,20
0,28,2,15,1,145,1,0,40,30,51,37,92,56,58,23
0,1,1,31,0,139,1,0,25,50,40,20,57,35,28,13
1,10,2,2,1,153,1,0,32,40,42,60,74,45,37,16
1,5,1,9,4,151,0,1,54,20,58,33,116,71,51,21
1,30,4,12,5,157,0,1,44,26,52,62,100,61,48,18
1,0,5,13,4,159,1,0,31,37,46,44,76,46,48,21
1,1,2,14,5,148,0,1,25,50,40,20,57,35,28,13
1,23,5,17,2,142,1,0,32,37,44,50,77,47,41,18
1,8,0,16,6,157,0,1,37,38,46,57,81,49,41,18
1,26,3,25,4,161,0,1,51,23,55,28,110,67,62,23
2,29,5,0,6,159,0,1,43,31,51,50,94,57,39,18
2,24,3,10,4,158,0,1,27,49,42,75,60,36,32,14
2,22,2,11,5,149,0,1,46,25,54,30,103,63,50,20
2,21,1,19,4,146,0,1,25,46,41,20,61,37,30,12
2,28,6,20,2,148,1,0,40,30,51,37,92,56,58,23
2,7,3,27,8,150,0,1,56,19,57,66,119,73,67,24
3,20,3,5,2,158,1,0,33,42,45,60,73,44,47,19
3,8,2,9,3,147,0,1,37,38,46,57,81,49,41,18
3,3,4,12,7,148,0,1,32,39,44,50,75,46,47,21
3,4,3,13,2,144,1,0,50,21,58,50,111,68,54,22
3,17,2,14,5,149,0,1,27,46,44,37,63,38,35,15
3,7,4,15,1,152,1,0,56,19,57,66,119,73,67,24
3,2,2,16,0,161,1,0,51,26,53,50,107,65,50,21
3,23,2,18,1,139,1,0,32,37,44,50,77,47,41,18
3,25,2,26,4,147,0,1,49,22,56,40,109,67,65,26
3,6,4,30,3,160,1,0,28,42,42,75,68,41,47,19
4,4,4,0,3,158,1,0,50,21,58,50,111,68,54,22
4,29,7,1,1,147,1,0,43,31,51,50,94,57,39,18
4,23,0,19,1,136,0,1,32,37,44,50,77,47,41,18
4,11,3,24,4,156,0,1,49,27,53,83,104,64,61,25
4,17,4,31,8,145,0,1,27,46,44,37,63,38,35,15
5,26,3,2,2,153,1,0,51,23,55,28,110,67,62,23
5,3,2,5,6,153,0,1,32,39,44,50,75,46,47,21
5,18,3,10,4,152,0,1,37,35,49,25,84,51,46,22
5,25,3,12,4,163,0,1,49,22,56,40,109,67,65,26
5,27,3,14,4,167,0,1,54,21,55,75,115,70,63,27
5,15,3,16,4,164,0,1,22,49,40,60,55,33,34,13
5,6,2,19,3,152,0,1,28,42,42,75,68,41,47,19
5,7,5,20,6,170,0,1,56,19,57,66,119,73,67,24
5,22,4,28,1,144,1,0,46,25,54,30,103,63,50,20
5,8,1,30,3,134,0,1,37,38,46,57,81,49,41,18
6,23,4,8,6,151,0,1,32,37,44,50,77,47,41,18
6,13,5,11,1,146,1,0,44,27,50,50,99,61,40,16
6,6,3,18,2,152,1,0,28,42,42,75,68,41,47,19
6,26,7,21,1,153,1,0,51,23,55,28,110,67,62,23
6,4,2,29,3,151,0,1,50,21,58,50,111,68,54,22
6,27,3,31,6,151,0,1,54,21,55,75,115,70,63,27
0,1,1,9,4,142,0,1,25,50,40,20,57,35,28,13
0,20,3,17,2,157,1,0,33,42,45,60,73,44,47,19
0,7,7,21,5,156,1,0,56,19,57,66,119,73,67,24
0,22,6,24,1,144,1,0,46,25,54,30,103,63,50,20
0,13,0,28,4,142,0,1,44,27,50,50,99,61,40,16
0,0,3,30,4,160,0,1,31,37,46,44,76,46,48,21
1,0,2,3,0,136,1,0,31,37,46,44,76,46,48,21
1,19,6,6,2,157,1,0,52,24,55,57,110,67,55,25
1,16,5,10,2,148,1,0,45,30,51,66,97,59,63,24
1,14,4,11,1,141,1,0,53,22,55,55,113,69,53,20
1,26,3,15,2,143,1,0,51,23,55,28,110,67,62,23
1,18,5,20,3,142,1,0,37,35,49,25,84,51,46,22
1,4,3,23,5,140,0,1,50,21,58,50,111,68,54,22
1,12,3,25,4,148,0,1,58,18,58,42,122,75,64,24
1,8,4,27,5,146,0,1,37,38,46,57,81,49,41,18
1,5,4,31,2,148,1,0,54,20,58,33,116,71,51,21
2,21,0,17,3,148,0,1,25,46,41,20,61,37,30,12
2,7,7,19,3,148,1,0,56,19,57,66,119,73,67,24
2,2,1,28,2,165,0,1,51,26,53,50,107,65,50,21
2,9,4,29,5,148,0,1,46,30,48,71,98,60,54,22
3,0,2,8,1,159,1,0,31,37,46,44,76,46,48,21
3,5,2,4,1,150,1,0,54,20,58,33,116,71,51,21
3,2,3,11,2,152,1,0,51,26,53,50,107,65,50,21
3,9,0,13,4,143,0,1,46,30,48,71,98,60,54,22
3,6,2,15,0,134,1,0,28,42,42,75,68,41,47,19
3,16,4,18,3,149,1,0,45,30,51,66,97,59,63,24
3,31,3,24,0,145,1,0,39,32,49,33,89,54,52,21
3,14,5,23,2,141,1,0,53,22,55,55,113,69,53,20
3,10,2,25,6,137,0,1,32,40,42,60,74,45,37,16
3,26,5,27,3,149,1,0,51,23,55,28,110,67,62,23
4,12,3,1,1,144,1,0,58,18,58,42,122,75,64,24
4,19,2,3,1,147,1,0,52,24,55,57,110,67,55,25
4,10,3,7,7,147,0,1,32,40,42,60,74,45,37,16
4,16,3,17,2,149,1,0,45,30,51,66,97,59,63,24
4,31,3,28,4,162,0,1,39,32,49,33,89,54,52,21
4,21,4,29,3,158,1,0,25,46,41,20,61,37,30,12
4,22,4,30,2,149,1,0,46,25,54,30,103,63,50,20
5,21,5,1,3,140,1,0,25,46,41,20,61,37,30,12
5,30,3,3,2,158,1,0,44,26,52,62,100,61,48,18
5,2,4,4,2,160,1,0,51,26,53,50,107,65,50,21
5,5,3,11,1,148,1,0,54,20,58,33,116,71,51,21
5,14,1,13,2,145,0,1,53,22,55,55,113,69,53,20
5,17,2,18,4,149,0,1,27,46,44,37,63,38,35,15
5,26,0,20,4,140,0,1,51,23,55,28,110,67,62,23
5,0,0,22,1,140,0,1,31,37,46,44,76,46,48,21
5,8,5,24,4,149,1,0,37,38,46,57,81,49,41,18
5,9,1,23,2,142,0,1,46,30,48,71,98,60,54,22
5,15,1,25,4,138,0,1,22,49,40,60,55,33,34,13
5,6,4,27,5,140,0,1,28,42,42,75,68,41,47,19
6,12,2,7,3,167,0,1,58,18,58,42,122,75,64,24
6,16,1,19,0,137,1,0,45,30,51,66,97,59,63,24
6,0,3,25,2,141,1,0,31,37,46,44,76,46,48,21
6,5,1,28,2,139,0,1,54,20,58,33,116,71,51,21
6,14,4,29,6,151,0,1,53,22,55,55,113,69,53,20
1,29,4,2,1,144,1,0,43,31,51,50,94,57,39,18
1,19,2,7,4,155,0,1,52,24,55,57,110,67,55,25
1,25,4,9,1,153,1,0,49,22,56,40,109,67,65,26
1,18,1,10,2,143,0,1,37,35,49,25,84,51,46,22
