day_of_week,away_team,away_goals,home_team,home_goals,length_of_game_min,away_outcome,home_outcome,W,L,GDIFF,SOW%,PTS,PTS%,PP,PP%
1,13,5,6,2,139,1,0,44,27,50,50,99,61,40,16
1,26,0,9,1,148,0,1,51,23,55,28,110,67,62,23
1,20,4,10,1,144,1,0,33,42,45,60,73,44,47,19
1,0,2,12,3,152,0,1,31,37,46,44,76,46,48,21
1,11,1,14,5,152,0,1,49,27,53,83,104,64,61,25
1,23,0,16,1,158,0,1,32,37,44,50,77,47,41,18
1,22,4,18,5,160,0,1,46,25,54,30,103,63,50,20
1,5,4,19,2,146,1,0,54,20,58,33,116,71,51,21
1,3,5,27,2,144,1,0,32,39,44,50,75,46,47,21
1,29,4,28,5,150,0,1,43,31,51,50,94,57,39,18
1,21,2,30,9,149,0,1,25,46,41,20,61,37,30,12
2,15,1,8,5,144,0,1,22,49,40,60,55,33,34,13
2,13,3,7,9,142,0,1,44,27,50,50,99,61,40,16
2,19,4,21,0,139,1,0,52,24,55,57,110,67,55,25
3,20,3,2,2,159,1,0,33,42,45,60,73,44,47,19
3,25,6,3,2,142,1,0,49,22,56,40,109,67,65,26
3,10,3,5,0,151,1,0,32,40,42,60,74,45,37,16
3,29,6,4,1,150,1,0,43,31,51,50,94,57,39,18
3,23,4,6,5,165,0,1,32,37,44,50,77,47,41,18
3,17,1,7,3,140,0,1,27,46,44,37,63,38,35,15
3,14,3,9,2,151,1,0,53,22,55,55,113,69,53,20
3,11,4,16,0,154,1,0,49,27,53,83,104,64,61,25
3,18,3,22,6,149,0,1,37,35,49,25,84,51,46,22
3,0,3,26,4,155,0,1,31,37,46,44,76,46,48,21
3,30,3,27,7,150,0,1,44,26,52,62,100,61,48,18
3,1,1,28,7,142,0,1,25,50,40,20,57,35,28,13
4,31,1,12,6,147,0,1,39,32,49,33,89,54,52,21
4,18,3,15,0,142,1,0,37,35,49,25,84,51,46,22
5,22,1,2,2,146,0,1,46,25,54,30,103,63,50,20
5,21,3,3,4,144,0,1,25,46,41,20,61,37,30,12
5,1,1,4,9,146,0,1,25,50,40,20,57,35,28,13
5,5,4,7,7,154,0,1,54,20,58,33,116,71,51,21
5,23,1,9,2,142,0,1,32,37,44,50,77,47,41,18
5,29,0,11,4,151,0,1,43,31,51,50,94,57,39,18
5,8,1,13,2,143,0,1,37,38,46,57,81,49,41,18
5,30,8,15,4,163,1,0,44,26,52,62,100,61,48,18
5,6,3,16,4,156,0,1,28,42,42,75,68,41,47,19
5,10,0,19,4,138,0,1,32,40,42,60,74,45,37,16
5,27,5,20,4,155,1,0,54,21,55,75,115,70,63,27
5,17,3,24,4,160,0,1,27,46,44,37,63,38,35,15
5,14,5,25,6,163,0,1,53,22,55,55,113,69,53,20
5,31,4,26,7,147,0,1,39,32,49,33,89,54,52,21
6,8,4,0,6,144,0,1,37,38,46,57,81,49,41,18
6,12,6,10,1,143,1,0,58,18,58,42,122,75,64,24
6,23,4,14,5,148,0,1,32,37,44,50,77,47,41,18
6,25,8,16,3,150,1,0,49,22,56,40,109,67,65,26
6,3,5,21,3,148,1,0,32,39,44,50,75,46,47,21
6,18,2,27,4,149,0,1,37,35,49,25,84,51,46,22
0,5,5,1,3,147,1,0,54,20,58,33,116,71,51,21
0,4,5,6,2,143,1,0,50,21,58,50,111,68,54,22
0,30,3,7,2,148,1,0,44,26,52,62,100,61,48,18
0,20,2,24,4,151,0,1,33,42,45,60,73,44,47,19
0,9,2,28,6,149,0,1,46,30,48,71,98,60,54,22
0,17,3,29,2,144,1,0,27,46,44,37,63,38,35,15
1,13,2,0,1,144,1,0,44,27,50,50,99,61,40,16
1,14,2,15,0,146,1,0,53,22,55,55,113,69,53,20
1,4,2,16,3,163,0,1,50,21,58,50,111,68,54,22
1,12,3,18,2,148,1,0,58,18,58,42,122,75,64,24
1,31,0,19,3,143,0,1,39,32,49,33,89,54,52,21
1,8,2,23,3,138,0,1,37,38,46,57,81,49,41,18
1,2,3,25,2,149,1,0,51,26,53,50,107,65,50,21
1,10,4,26,3,151,1,0,32,40,42,60,74,45,37,16
1,21,2,27,5,149,0,1,25,46,41,20,61,37,30,12
1,20,4,28,3,28,1,0,33,42,45,60,73,44,47,19
2,6,4,1,3,155,1,0,28,42,42,75,68,41,47,19
2,9,2,11,5,147,0,1,46,30,48,71,98,60,54,22
2,7,2,24,3,137,0,1,56,19,57,66,119,73,67,24
2,30,3,29,4,158,0,1,44,26,52,62,100,61,48,18
3,31,2,5,4,146,0,1,39,32,49,33,89,54,52,21
3,9,2,4,4,147,0,1,46,30,48,71,98,60,54,22
3,10,2,12,5,146,0,1,32,40,42,60,74,45,37,16
3,6,1,13,4,137,0,1,28,42,42,75,68,41,47,19
3,28,3,14,6,148,0,1,40,30,51,37,92,56,58,23
3,21,6,15,3,150,1,0,25,46,41,20,61,37,30,12
3,3,5,17,2,139,1,0,32,39,44,50,75,46,47,21
3,19,6,18,3,136,1,0,52,24,55,57,110,67,55,25
3,2,0,22,4,150,0,1,51,26,53,50,107,65,50,21
3,25,3,23,1,135,1,0,49,22,56,40,109,67,65,26
3,27,1,26,8,167,0,1,54,21,55,75,115,70,63,27
4,30,2,1,0,143,1,0,44,26,52,62,100,61,48,18
4,20,2,8,1,160,1,0,33,42,45,60,73,44,47,19
4,7,3,11,6,149,0,1,56,19,57,66,119,73,67,24
4,24,3,14,6,146,0,1,27,49,42,75,60,36,32,14
5,25,5,1,4,143,1,0,49,22,56,40,109,67,65,26
5,19,1,2,3,146,0,1,52,24,55,57,110,67,55,25
5,18,3,3,5,141,0,1,37,35,49,25,84,51,46,22
5,28,3,4,6,151,0,1,40,30,51,37,92,56,58,23
5,24,2,9,3,149,0,1,27,49,42,75,60,36,32,14
5,22,7,10,2,146,1,0,46,25,54,30,103,63,50,20
5,27,2,12,3,149,0,1,54,21,55,75,115,70,63,27
5,0,2,13,4,148,0,1,31,37,46,44,76,46,48,21
5,5,3,17,2,147,1,0,54,20,58,33,116,71,51,21
5,15,4,20,6,157,0,1,22,49,40,60,55,33,34,13
5,6,1,23,4,135,0,1,28,42,42,75,68,41,47,19
5,16,2,26,6,152,0,1,45,30,51,66,97,59,63,24
6,25,6,0,3,146,1,0,49,22,56,40,109,67,65,26
6,11,2,8,5,147,0,1,49,27,53,83,104,64,61,25
6,26,8,12,4,164,1,0,51,23,55,28,110,67,62,23
6,2,5,15,3,153,1,0,51,26,53,50,107,65,50,21
6,10,3,17,0,133,1,0,32,40,42,60,74,45,37,16
6,14,5,16,4,169,1,0,53,22,55,55,113,69,53,20
6,5,5,18,2,140,1,0,54,20,58,33,116,71,51,21
6,22,1,21,4,157,0,1,46,25,54,30,103,63,50,20
6,23,5,29,4,166,1,0,32,37,44,50,77,47,41,18
6,7,1,31,4,147,0,1,56,19,57,66,119,73,67,24
6,27,4,30,3,167,1,0,54,21,55,75,115,70,63,27
0,21,1,6,3,146,0,1,25,46,41,20,61,37,30,12
1,12,2,2,4,154,0,1,58,18,58,42,122,75,64,24
1,25,3,7,5,150,0,1,49,22,56,40,109,67,65,26
1,29,2,9,3,170,0,1,43,31,51,50,94,57,39,18
1,1,5,14,3,152,1,0,25,50,40,20,57,35,28,13
1,4,5,16,4,170,1,0,50,21,58,50,111,68,54,22
1,5,4,19,3,151,1,0,54,20,58,33,116,71,51,21
1,17,4,20,5,158,0,1,27,46,44,37,63,38,35,15
1,11,5,22,1,146,1,0,49,27,53,83,104,64,61,25
1,0,5,23,2,146,1,0,31,37,46,44,76,46,48,21
1,8,1,26,4,135,0,1,37,38,46,57,81,49,41,18
1,10,0,27,3,140,0,1,32,40,42,60,74,45,37,16
1,24,2,28,5,141,0,1,27,49,42,75,60,36,32,14
1,18,4,30,1,141,1,0,37,35,49,25,84,51,46,22
2,29,3,6,4,155,0,1,43,31,51,50,94,57,39,18
2,1,4,9,3,160,1,0,25,50,40,20,57,35,28,13
2,15,4,19,3,143,1,0,22,49,40,60,55,33,34,13
2,13,5,24,3,147,1,0,44,27,50,50,99,61,40,16
2,21,0,31,4,143,0,1,25,46,41,20,61,37,30,12
3,3,0,2,5,152,0,1,32,39,44,50,75,46,47,21
3,17,3,5,6,142,0,1,27,46,44,37,63,38,35,15
3,26,2,8,5,149,0,1,51,23,55,28,110,67,62,23
3,16,5,7,4,172,1,0,45,30,51,66,97,59,63,24
3,23,4,11,5,149,0,1,32,37,44,50,77,47,41,18
3,4,2,14,3,145,0,1,50,21,58,50,111,68,54,22
3,30,1,18,5,146,0,1,44,26,52,62,100,61,48,18
3,12,4,20,0,134,1,0,58,18,58,42,122,75,64,24
3,13,2,28,3,145,0,1,44,27,50,50,99,61,40,16
4,16,4,1,5,151,0,1,45,30,51,66,97,59,63,24
4,6,2,3,3,140,0,1,28,42,42,75,68,41,47,19
4,0,2,9,4,135,0,1,31,37,46,44,76,46,48,21
4,28,2,11,3,154,0,1,40,30,51,37,92,56,58,23
4,7,1,14,4,149,0,1,56,19,57,66,119,73,67,24
4,12,2,15,10,148,0,1,58,18,58,42,122,75,64,24
4,10,5,17,3,137,1,0,32,40,42,60,74,45,37,16
4,26,6,18,4,146,1,0,51,23,55,28,110,67,62,23
4,30,2,19,3,148,0,1,44,26,52,62,100,61,48,18
4,20,4,21,2,153,1,0,33,42,45,60,73,44,47,19
4,8,3,22,5,149,0,1,37,38,46,57,81,49,41,18
4,23,0,24,3,136,0,1,32,37,44,50,77,47,41,18
4,29,7,25,4,143,1,0,43,31,51,50,94,57,39,18
4,2,2,27,5,149,0,1,51,26,53,50,107,65,50,21
4,4,1,31,3,141,0,1,50,21,58,50,111,68,54,22
6,24,3,31,4,130,0,1,27,49,42,75,60,36,32,14
2,26,3,7,4,148,0,1,51,23,55,28,110,67,62,23
5,26,3,7,4,148,0,1,51,23,55,28,110,67,62,23
0,7,3,26,3,148,0,1,56,19,57,66,119,73,67,24
2,7,3,26,3,148,0,1,56,19,57,66,119,73,67,24
4,26,3,7,4,148,0,1,51,23,55,28,110,67,62,23
6,7,3,26,3,148,0,1,56,19,57,66,119,73,67,24
