date,away_team,away_goals,home_team,home_goals,length_of_game_min,outcome,home_wins
2022-01-01,Ottawa Senators,0.0,Toronto Maple Leafs,6.0,142.0,0,1
2022-01-02,Calgary Flames,5.0,Chicago Blackhawks,1.0,141.0,1,0
2022-01-02,Anaheim Ducks,2.0,Colorado Avalanche,4.0,146.0,0,1
2022-01-02,Boston Bruins,5.0,Detroit Red Wings,1.0,149.0,1,0
2022-01-02,Tampa Bay Lightning,0.0,New York Rangers,4.0,149.0,0,1
2022-01-02,San Jose Sharks,5.0,Pittsburgh Penguins,8.0,147.0,0,1
2022-01-02,Winnipeg Jets,5.0,Vegas Golden Knights,4.0,151.0,1,0
2022-01-02,New Jersey Devils,4.0,Washington Capitals,3.0,156.0,1,0
2022-01-03,Edmonton Oilers,1.0,New York Rangers,4.0,144.0,0,1
2022-01-04,Philadelphia Flyers,1.0,Anaheim Ducks,4.0,157.0,0,1
2022-01-04,Winnipeg Jets,3.0,Arizona Coyotes,1.0,138.0,1,0
2022-01-04,New Jersey Devils,3.0,Boston Bruins,5.0,158.0,0,1
2022-01-04,Tampa Bay Lightning,7.0,Columbus Blue Jackets,2.0,145.0,1,0
2022-01-04,Colorado Avalanche,4.0,Chicago Blackhawks,3.0,155.0,1,0
2022-01-04,San Jose Sharks,2.0,Detroit Red Wings,6.0,157.0,0,1
2022-01-04,Calgary Flames,2.0,Florida Panthers,6.0,149.0,0,1
2022-01-04,Nashville Predators,3.0,Vegas Golden Knights,2.0,160.0,1,0
2022-01-05,St. Louis Blues,3.0,Pittsburgh Penguins,5.0,153.0,0,1
2022-01-05,Edmonton Oilers,2.0,Toronto Maple Leafs,4.0,146.0,0,1
2022-01-06,Chicago Blackhawks,4.0,Arizona Coyotes,6.0,153.0,0,1
2022-01-06,Minnesota Wild,3.0,Boston Bruins,2.0,160.0,1,0
2022-01-06,San Jose Sharks,3.0,Buffalo Sabres,2.0,142.0,1,0
2022-01-06,Winnipeg Jets,1.0,Colorado Avalanche,7.0,149.0,0,1
2022-01-06,Florida Panthers,5.0,Dallas Stars,6.0,169.0,0,1
2022-01-06,Nashville Predators,4.0,Los Angeles Kings,2.0,158.0,1,0
2022-01-06,Columbus Blue Jackets,1.0,New Jersey Devils,3.0,140.0,0,1
2022-01-06,Pittsburgh Penguins,6.0,Philadelphia Flyers,2.0,141.0,1,0
2022-01-06,Calgary Flames,1.0,Tampa Bay Lightning,4.0,155.0,0,1
2022-01-06,New York Rangers,1.0,Vegas Golden Knights,5.0,139.0,0,1
2022-01-07,Calgary Flames,3.0,Carolina Hurricanes,6.0,150.0,0,1
2022-01-07,Washington Capitals,1.0,St. Louis Blues,5.0,141.0,0,1
2022-01-08,New York Rangers,4.0,Anaheim Ducks,1.0,148.0,1,0
2022-01-08,Nashville Predators,4.0,Arizona Coyotes,2.0,163.0,1,0
2022-01-08,Florida Panthers,4.0,Carolina Hurricanes,3.0,157.0,1,0
2022-01-08,New Jersey Devils,3.0,Columbus Blue Jackets,4.0,153.0,0,1
2022-01-08,Toronto Maple Leafs,4.0,Colorado Avalanche,5.0,154.0,0,1
2022-01-08,Pittsburgh Penguins,2.0,Dallas Stars,3.0,145.0,0,1
2022-01-08,Detroit Red Wings,0.0,Los Angeles Kings,4.0,149.0,0,1
2022-01-08,Washington Capitals,2.0,Minnesota Wild,3.0,168.0,0,1
2022-01-08,San Jose Sharks,3.0,Philadelphia Flyers,2.0,151.0,1,0
2022-01-08,Boston Bruins,5.0,Tampa Bay Lightning,2.0,152.0,1,0
2022-01-08,Chicago Blackhawks,2.0,Vegas Golden Knights,1.0,139.0,1,0
2022-01-09,Detroit Red Wings,3.0,Anaheim Ducks,4.0,160.0,0,1
2022-01-09,Dallas Stars,1.0,St. Louis Blues,2.0,142.0,0,1
2022-01-10,Seattle Kraken,3.0,Colorado Avalanche,4.0,147.0,0,1
2022-01-10,New York Rangers,1.0,Los Angeles Kings,3.0,138.0,0,1
2022-01-10,Boston Bruins,7.0,Washington Capitals,3.0,159.0,1,0
2022-01-11,Pittsburgh Penguins,4.0,Anaheim Ducks,1.0,146.0,1,0
2022-01-11,Tampa Bay Lightning,6.0,Buffalo Sabres,1.0,138.0,1,0
2022-01-11,Chicago Blackhawks,4.0,Columbus Blue Jackets,2.0,136.0,1,0
2022-01-11,Vancouver Canucks,2.0,Florida Panthers,5.0,154.0,0,1
2022-01-11,Colorado Avalanche,4.0,Nashville Predators,5.0,162.0,0,1
2022-01-11,Detroit Red Wings,2.0,San Jose Sharks,3.0,145.0,0,1
2022-01-11,Toronto Maple Leafs,4.0,Vegas Golden Knights,3.0,158.0,1,0
2022-01-12,Toronto Maple Leafs,1.0,Arizona Coyotes,2.0,139.0,0,1
2022-01-12,Montreal Canadiens,1.0,Boston Bruins,5.0,159.0,0,1
2022-01-12,Seattle Kraken,2.0,Dallas Stars,5.0,149.0,0,1
2022-01-13,Philadelphia Flyers,2.0,Boston Bruins,3.0,156.0,0,1
2022-01-13,Columbus Blue Jackets,6.0,Carolina Hurricanes,0.0,138.0,1,0
2022-01-13,Ottawa Senators,4.0,Calgary Flames,1.0,137.0,1,0
2022-01-13,Montreal Canadiens,2.0,Chicago Blackhawks,3.0,145.0,0,1
2022-01-13,Winnipeg Jets,3.0,Detroit Red Wings,0.0,143.0,1,0
2022-01-13,Pittsburgh Penguins,2.0,Los Angeles Kings,6.0,144.0,0,1
2022-01-13,Buffalo Sabres,4.0,Nashville Predators,1.0,145.0,1,0
2022-01-13,New Jersey Devils,2.0,New York Islanders,3.0,147.0,0,1
2022-01-13,New York Rangers,3.0,San Jose Sharks,0.0,142.0,1,0
2022-01-13,Seattle Kraken,1.0,St. Louis Blues,2.0,139.0,0,1
2022-01-13,Vancouver Canucks,2.0,Tampa Bay Lightning,4.0,149.0,0,1
2022-01-14,Arizona Coyotes,3.0,Colorado Avalanche,4.0,157.0,0,1
2022-01-14,Dallas Stars,1.0,Florida Panthers,7.0,153.0,0,1
2022-01-14,Anaheim Ducks,3.0,Minnesota Wild,7.0,155.0,0,1
2022-01-15,Colorado Avalanche,5.0,Arizona Coyotes,0.0,139.0,1,0
2022-01-15,Nashville Predators,3.0,Boston Bruins,4.0,161.0,0,1
2022-01-15,Vancouver Canucks,1.0,Carolina Hurricanes,4.0,149.0,0,1
2022-01-15,Anaheim Ducks,0.0,Chicago Blackhawks,3.0,137.0,0,1
2022-01-15,Buffalo Sabres,0.0,Detroit Red Wings,4.0,142.0,0,1
2022-01-15,Ottawa Senators,6.0,Edmonton Oilers,4.0,147.0,1,0
2022-01-15,Columbus Blue Jackets,2.0,Florida Panthers,9.0,138.0,0,1
2022-01-15,Washington Capitals,2.0,New York Islanders,0.0,140.0,1,0
2022-01-15,New York Rangers,3.0,Philadelphia Flyers,2.0,131.0,1,0
2022-01-15,Los Angeles Kings,3.0,Seattle Kraken,1.0,141.0,1,0
2022-01-15,Pittsburgh Penguins,2.0,San Jose Sharks,1.0,140.0,1,0
2022-01-15,Toronto Maple Leafs,6.0,St. Louis Blues,5.0,153.0,1,0
2022-01-15,Dallas Stars,1.0,Tampa Bay Lightning,3.0,146.0,0,1
2022-01-16,Vancouver Canucks,4.0,Washington Capitals,2.0,148.0,1,0
2022-01-17,Montreal Canadiens,2.0,Arizona Coyotes,5.0,142.0,0,1
2022-01-17,Detroit Red Wings,3.0,Buffalo Sabres,2.0,146.0,1,0
2022-01-17,Minnesota Wild,3.0,Colorado Avalanche,4.0,171.0,0,1
2022-01-17,Philadelphia Flyers,1.0,New York Islanders,4.0,136.0,0,1
2022-01-17,Chicago Blackhawks,2.0,Seattle Kraken,3.0,157.0,0,1
2022-01-17,Los Angeles Kings,2.0,San Jose Sharks,6.0,141.0,0,1
2022-01-17,Nashville Predators,3.0,St. Louis Blues,5.0,146.0,0,1
2022-01-17,Pittsburgh Penguins,5.0,Vegas Golden Knights,3.0,147.0,1,0
2022-01-18,Carolina Hurricanes,7.0,Boston Bruins,1.0,151.0,1,0
2022-01-18,Florida Panthers,1.0,Calgary Flames,5.0,150.0,0,1
2022-01-18,Montreal Canadiens,5.0,Dallas Stars,3.0,165.0,1,0
2022-01-18,Tampa Bay Lightning,6.0,Los Angeles Kings,4.0,152.0,1,0
2022-01-18,Vancouver Canucks,3.0,Nashville Predators,1.0,146.0,1,0
2022-01-18,Buffalo Sabres,3.0,Ottawa Senators,1.0,146.0,1,0
2022-01-18,New York Islanders,4.0,Philadelphia Flyers,3.0,171.0,1,0
2022-01-18,Winnipeg Jets,3.0,Washington Capitals,4.0,148.0,0,1
2022-01-19,Colorado Avalanche,2.0,Anaheim Ducks,0.0,150.0,1,0
2022-01-19,Arizona Coyotes,4.0,New Jersey Devils,1.0,139.0,1,0
2022-01-19,Toronto Maple Leafs,3.0,New York Rangers,6.0,148.0,0,1
2022-01-20,Washington Capitals,3.0,Boston Bruins,4.0,151.0,0,1
2022-01-20,Dallas Stars,5.0,Buffalo Sabres,4.0,155.0,1,0
2022-01-20,Florida Panthers,6.0,Edmonton Oilers,0.0,139.0,1,0
2022-01-20,Colorado Avalanche,4.0,Los Angeles Kings,1.0,146.0,1,0
2022-01-20,Winnipeg Jets,2.0,Nashville Predators,5.0,155.0,0,1
2022-01-20,Columbus Blue Jackets,2.0,Philadelphia Flyers,1.0,144.0,1,0
2022-01-20,Ottawa Senators,4.0,Pittsburgh Penguins,6.0,159.0,0,1
2022-01-20,San Jose Sharks,2.0,Seattle Kraken,3.0,142.0,0,1
2022-01-20,Montreal Canadiens,3.0,Vegas Golden Knights,4.0,155.0,0,1
2022-01-21,Tampa Bay Lightning,1.0,Anaheim Ducks,5.0,147.0,0,1
2022-01-21,New York Rangers,3.0,Carolina Hurricanes,6.0,147.0,0,1
2022-01-21,Pittsburgh Penguins,5.0,Columbus Blue Jackets,2.0,149.0,1,0
2022-01-21,Minnesota Wild,5.0,Chicago Blackhawks,1.0,137.0,1,0
2022-01-21,Dallas Stars,5.0,Detroit Red Wings,4.0,154.0,1,0
2022-01-21,Arizona Coyotes,0.0,New York Islanders,4.0,141.0,0,1
2022-01-21,St. Louis Blues,5.0,Seattle Kraken,0.0,151.0,1,0
2022-01-21,Florida Panthers,2.0,Vancouver Canucks,1.0,153.0,1,0
2022-01-22,Winnipeg Jets,2.0,Boston Bruins,3.0,142.0,0,1
2022-01-22,Philadelphia Flyers,3.0,Buffalo Sabres,6.0,144.0,0,1
2022-01-22,Montreal Canadiens,2.0,Colorado Avalanche,3.0,156.0,0,1
2022-01-22,Calgary Flames,3.0,Edmonton Oilers,5.0,152.0,0,1
2022-01-22,Chicago Blackhawks,3.0,Minnesota Wild,4.0,163.0,0,1
2022-01-22,Carolina Hurricanes,4.0,New Jersey Devils,7.0,151.0,0,1
2022-01-22,Detroit Red Wings,1.0,Nashville Predators,4.0,146.0,0,1
2022-01-22,Toronto Maple Leafs,3.0,New York Islanders,1.0,135.0,1,0
2022-01-22,Arizona Coyotes,3.0,New York Rangers,7.0,144.0,0,1
2022-01-22,Tampa Bay Lightning,7.0,San Jose Sharks,1.0,143.0,1,0
2022-01-22,Ottawa Senators,2.0,Washington Capitals,3.0,151.0,0,1
2022-01-23,Ottawa Senators,2.0,Columbus Blue Jackets,1.0,138.0,1,0
2022-01-23,Los Angeles Kings,3.0,New Jersey Devils,2.0,146.0,1,0
2022-01-23,Winnipeg Jets,2.0,Pittsburgh Penguins,3.0,163.0,0,1
2022-01-23,Florida Panthers,3.0,Seattle Kraken,5.0,149.0,0,1
2022-01-23,St. Louis Blues,3.0,Vancouver Canucks,1.0,139.0,1,0
2022-01-24,Anaheim Ducks,5.0,Boston Bruins,3.0,152.0,1,0
2022-01-24,St. Louis Blues,1.0,Calgary Flames,7.0,140.0,0,1
2022-01-24,Chicago Blackhawks,0.0,Colorado Avalanche,2.0,143.0,0,1
2022-01-24,Montreal Canadiens,2.0,Minnesota Wild,8.0,152.0,0,1
2022-01-24,Los Angeles Kings,2.0,New York Rangers,3.0,162.0,0,1
2022-01-24,Dallas Stars,3.0,Philadelphia Flyers,1.0,148.0,1,0
2022-01-24,Vegas Golden Knights,1.0,Washington Capitals,0.0,152.0,1,0
2022-01-25,Vegas Golden Knights,3.0,Carolina Hurricanes,4.0,158.0,0,1
2022-01-25,Dallas Stars,5.0,New Jersey Devils,1.0,152.0,1,0
2022-01-25,Philadelphia Flyers,3.0,New York Islanders,4.0,145.0,0,1
2022-01-25,Buffalo Sabres,0.0,Ottawa Senators,5.0,149.0,0,1
2022-01-25,Arizona Coyotes,3.0,Pittsburgh Penguins,6.0,137.0,0,1
2022-01-25,Nashville Predators,4.0,Seattle Kraken,2.0,146.0,1,0
2022-01-25,Edmonton Oilers,3.0,Vancouver Canucks,2.0,147.0,1,0
2022-01-25,Florida Panthers,5.0,Winnipeg Jets,3.0,135.0,1,0
2022-01-26,Calgary Flames,6.0,Columbus Blue Jackets,0.0,148.0,1,0
2022-01-26,Boston Bruins,3.0,Colorado Avalanche,4.0,169.0,0,1
2022-01-26,Chicago Blackhawks,8.0,Detroit Red Wings,5.0,158.0,1,0
2022-01-26,Anaheim Ducks,3.0,Toronto Maple Leafs,4.0,161.0,0,1
2022-01-26,San Jose Sharks,4.0,Washington Capitals,1.0,147.0,1,0
2022-01-27,New York Rangers,3.0,Columbus Blue Jackets,5.0,147.0,0,1
2022-01-27,Nashville Predators,2.0,Edmonton Oilers,3.0,164.0,0,1
2022-01-27,Vegas Golden Knights,1.0,Florida Panthers,4.0,140.0,0,1
2022-01-27,Anaheim Ducks,5.0,Montreal Canadiens,4.0,143.0,1,0
2022-01-27,Los Angeles Kings,3.0,New York Islanders,2.0,143.0,1,0
2022-01-27,Carolina Hurricanes,3.0,Ottawa Senators,2.0,155.0,1,0
2022-01-27,Seattle Kraken,2.0,Pittsburgh Penguins,1.0,140.0,1,0
2022-01-27,Calgary Flames,1.0,St. Louis Blues,5.0,147.0,0,1
2022-01-27,New Jersey Devils,2.0,Tampa Bay Lightning,3.0,143.0,0,1
2022-01-27,Vancouver Canucks,5.0,Winnipeg Jets,1.0,143.0,1,0
2022-01-28,Boston Bruins,2.0,Arizona Coyotes,1.0,151.0,1,0
2022-01-28,Colorado Avalanche,6.0,Chicago Blackhawks,4.0,159.0,1,0
2022-01-28,Washington Capitals,5.0,Dallas Stars,0.0,142.0,1,0
2022-01-28,Minnesota Wild,3.0,New York Rangers,2.0,150.0,1,0
2022-01-28,Detroit Red Wings,3.0,Pittsburgh Penguins,2.0,161.0,1,0
2022-01-29,Buffalo Sabres,3.0,Arizona Coyotes,1.0,136.0,1,0
2022-01-29,New Jersey Devils,1.0,Carolina Hurricanes,2.0,145.0,0,1
2022-01-29,Vancouver Canucks,0.0,Calgary Flames,1.0,152.0,0,1
2022-01-29,Toronto Maple Leafs,7.0,Detroit Red Wings,4.0,149.0,1,0
2022-01-29,San Jose Sharks,4.0,Florida Panthers,5.0,150.0,0,1
2022-01-29,Edmonton Oilers,7.0,Montreal Canadiens,2.0,140.0,1,0
2022-01-29,Anaheim Ducks,2.0,Ottawa Senators,1.0,142.0,1,0
2022-01-29,Los Angeles Kings,3.0,Philadelphia Flyers,4.0,150.0,0,1
2022-01-29,Winnipeg Jets,4.0,St. Louis Blues,1.0,140.0,1,0
2022-01-29,Vegas Golden Knights,3.0,Tampa Bay Lightning,2.0,161.0,1,0
2022-01-30,San Jose Sharks,1.0,Carolina Hurricanes,2.0,149.0,0,1
2022-01-30,Buffalo Sabres,1.0,Colorado Avalanche,4.0,151.0,0,1
2022-01-30,Boston Bruins,1.0,Dallas Stars,6.0,141.0,0,1
2022-01-30,Columbus Blue Jackets,6.0,Montreal Canadiens,3.0,145.0,1,0
2022-01-30,Minnesota Wild,4.0,New York Islanders,3.0,145.0,1,0
2022-01-30,Seattle Kraken,2.0,New York Rangers,3.0,147.0,0,1
2022-01-30,Los Angeles Kings,4.0,Pittsburgh Penguins,3.0,151.0,1,0
2022-01-31,Florida Panthers,8.0,Columbus Blue Jackets,4.0,148.0,1,0
2022-01-31,Vancouver Canucks,3.0,Chicago Blackhawks,1.0,141.0,1,0
2022-01-31,Anaheim Ducks,1.0,Detroit Red Wings,2.0,146.0,0,1
2022-01-31,Edmonton Oilers,2.0,Ottawa Senators,3.0,152.0,0,1
2022-01-31,New Jersey Devils,4.0,Toronto Maple Leafs,6.0,151.0,0,1
2022-02-01,Seattle Kraken,2.0,Boston Bruins,3.0,151.0,0,1
2022-02-01,Arizona Coyotes,3.0,Colorado Avalanche,2.0,159.0,1,0
2022-02-01,Calgary Flames,4.0,Dallas Stars,3.0,143.0,1,0
2022-02-01,Toronto Maple Leafs,7.0,New Jersey Devils,1.0,148.0,1,0
2022-02-01,Vancouver Canucks,2.0,Nashville Predators,4.0,143.0,0,1
2022-02-01,Ottawa Senators,1.0,New York Islanders,4.0,140.0,0,1
2022-02-01,Florida Panthers,2.0,New York Rangers,5.0,150.0,0,1
2022-02-01,Winnipeg Jets,1.0,Philadelphia Flyers,3.0,144.0,0,1
2022-02-01,Washington Capitals,4.0,Pittsburgh Penguins,3.0,163.0,1,0
2022-02-01,San Jose Sharks,2.0,Tampa Bay Lightning,3.0,155.0,0,1
2022-02-01,Buffalo Sabres,2.0,Vegas Golden Knights,5.0,147.0,0,1
2022-02-02,Calgary Flames,4.0,Arizona Coyotes,2.0,143.0,1,0
2022-02-02,Minnesota Wild,5.0,Chicago Blackhawks,0.0,135.0,1,0
2022-02-02,Los Angeles Kings,5.0,Detroit Red Wings,3.0,143.0,1,0
2022-02-02,Seattle Kraken,3.0,New York Islanders,0.0,136.0,1,0
2022-02-02,Edmonton Oilers,5.0,Washington Capitals,3.0,146.0,1,0
2022-02-07,New Jersey Devils,1.0,Ottawa Senators,4.0,132.0,0,1
2022-02-07,Carolina Hurricanes,3.0,Toronto Maple Leafs,4.0,159.0,0,1
2022-02-08,Pittsburgh Penguins,4.0,Boston Bruins,2.0,152.0,1,0
2022-02-08,Vegas Golden Knights,4.0,Edmonton Oilers,0.0,138.0,1,0
2022-02-08,New Jersey Devils,7.0,Montreal Canadiens,1.0,143.0,1,0
2022-02-08,Carolina Hurricanes,3.0,Ottawa Senators,4.0,145.0,0,1
2022-02-08,Arizona Coyotes,1.0,Vancouver Canucks,5.0,141.0,0,1
2022-02-08,Minnesota Wild,0.0,Winnipeg Jets,2.0,143.0,0,1
2022-02-08,Columbus Blue Jackets,5.0,Washington Capitals,4.0,153.0,1,0
2022-02-09,Vegas Golden Knights,0.0,Calgary Flames,6.0,145.0,0,1
2022-02-09,Nashville Predators,3.0,Dallas Stars,4.0,157.0,0,1
2022-02-09,Chicago Blackhawks,4.0,Edmonton Oilers,1.0,142.0,1,0
2022-02-09,Detroit Red Wings,6.0,Philadelphia Flyers,3.0,146.0,1,0
2022-02-09,Arizona Coyotes,5.0,Seattle Kraken,2.0,147.0,1,0
2022-02-09,New York Islanders,6.0,Vancouver Canucks,3.0,138.0,1,0
2022-02-10,Carolina Hurricanes,6.0,Boston Bruins,0.0,163.0,1,0
2022-02-10,Columbus Blue Jackets,4.0,Buffalo Sabres,3.0,143.0,1,0
2022-02-10,Toronto Maple Leafs,2.0,Calgary Flames,5.0,147.0,0,1
2022-02-10,Tampa Bay Lightning,2.0,Colorado Avalanche,3.0,161.0,0,1
2022-02-10,Washington Capitals,5.0,Montreal Canadiens,2.0,148.0,1,0
2022-02-10,Pittsburgh Penguins,2.0,Ottawa Senators,0.0,138.0,1,0
2022-02-10,New Jersey Devils,7.0,St. Louis Blues,4.0,154.0,1,0
2022-02-11,Seattle Kraken,4.0,Anaheim Ducks,3.0,148.0,1,0
2022-02-11,Tampa Bay Lightning,4.0,Arizona Coyotes,3.0,136.0,1,0
2022-02-11,Winnipeg Jets,3.0,Dallas Stars,4.0,154.0,0,1
2022-02-11,New York Islanders,1.0,Edmonton Oilers,3.0,140.0,0,1
2022-02-12,New York Islanders,2.0,Calgary Flames,5.0,148.0,0,1
2022-02-12,Philadelphia Flyers,2.0,Detroit Red Wings,4.0,146.0,0,1
2022-02-12,Carolina Hurricanes,2.0,Minnesota Wild,3.0,153.0,0,1
2022-02-12,Columbus Blue Jackets,2.0,Montreal Canadiens,1.0,148.0,1,0
2022-02-12,Winnipeg Jets,5.0,Nashville Predators,2.0,150.0,1,0
2022-02-12,Boston Bruins,2.0,Ottawa Senators,0.0,148.0,1,0
2022-02-12,Chicago Blackhawks,1.0,St. Louis Blues,5.0,138.0,0,1
2022-02-12,Toronto Maple Leafs,2.0,Vancouver Canucks,3.0,145.0,0,1
2022-02-13,Colorado Avalanche,4.0,Dallas Stars,0.0,140.0,1,0
2022-02-13,Buffalo Sabres,5.0,Montreal Canadiens,3.0,139.0,1,0
2022-02-13,Pittsburgh Penguins,4.0,New Jersey Devils,2.0,136.0,1,0
2022-02-13,Ottawa Senators,4.0,Washington Capitals,1.0,151.0,1,0
2022-02-14,Detroit Red Wings,4.0,Minnesota Wild,7.0,161.0,0,1
2022-02-14,Toronto Maple Leafs,6.0,Seattle Kraken,2.0,150.0,1,0
2022-02-14,Edmonton Oilers,3.0,San Jose Sharks,0.0,138.0,1,0
2022-02-14,Chicago Blackhawks,3.0,Winnipeg Jets,1.0,134.0,1,0
2022-02-15,New York Islanders,3.0,Buffalo Sabres,6.0,145.0,0,1
2022-02-15,Columbus Blue Jackets,2.0,Calgary Flames,6.0,140.0,0,1
2022-02-15,Dallas Stars,4.0,Colorado Avalanche,1.0,160.0,1,0
2022-02-15,Edmonton Oilers,5.0,Los Angeles Kings,2.0,148.0,1,0
2022-02-15,Tampa Bay Lightning,6.0,New Jersey Devils,3.0,153.0,1,0
2022-02-15,Washington Capitals,4.0,Nashville Predators,1.0,151.0,1,0
2022-02-15,Boston Bruins,1.0,New York Rangers,2.0,158.0,0,1
2022-02-15,St. Louis Blues,5.0,Ottawa Senators,2.0,147.0,1,0
2022-02-15,Philadelphia Flyers,4.0,Pittsburgh Penguins,5.0,154.0,0,1
2022-02-16,Florida Panthers,3.0,Carolina Hurricanes,2.0,155.0,1,0
2022-02-16,Anaheim Ducks,2.0,Calgary Flames,6.0,149.0,0,1
2022-02-16,Colorado Avalanche,2.0,Vegas Golden Knights,0.0,148.0,1,0
2022-02-16,Minnesota Wild,3.0,Winnipeg Jets,6.0,143.0,0,1
2022-02-17,Ottawa Senators,3.0,Buffalo Sabres,1.0,142.0,1,0
2022-02-17,Columbus Blue Jackets,7.0,Chicago Blackhawks,4.0,146.0,1,0
2022-02-17,Anaheim Ducks,3.0,Edmonton Oilers,7.0,151.0,0,1
2022-02-17,St. Louis Blues,2.0,Montreal Canadiens,3.0,158.0,0,1
2022-02-17,Boston Bruins,1.0,New York Islanders,4.0,140.0,0,1
2022-02-17,Detroit Red Wings,3.0,New York Rangers,2.0,163.0,1,0
2022-02-17,Washington Capitals,5.0,Philadelphia Flyers,3.0,156.0,1,0
2022-02-17,Vancouver Canucks,5.0,San Jose Sharks,4.0,149.0,1,0
2022-02-17,Pittsburgh Penguins,1.0,Toronto Maple Leafs,4.0,150.0,0,1
2022-02-17,Seattle Kraken,3.0,Winnipeg Jets,5.0,143.0,0,1
2022-02-18,Nashville Predators,3.0,Carolina Hurricanes,5.0,155.0,0,1
2022-02-18,Dallas Stars,1.0,Chicago Blackhawks,0.0,144.0,1,0
2022-02-18,Florida Panthers,6.0,Minnesota Wild,2.0,150.0,1,0
2022-02-18,Los Angeles Kings,4.0,Vegas Golden Knights,3.0,154.0,1,0
2022-02-19,Los Angeles Kings,5.0,Arizona Coyotes,3.0,137.0,1,0
2022-02-19,Colorado Avalanche,5.0,Buffalo Sabres,3.0,138.0,1,0
2022-02-19,Seattle Kraken,1.0,Calgary Flames,2.0,141.0,0,1
2022-02-19,Boston Bruins,3.0,Ottawa Senators,2.0,149.0,1,0
2022-02-19,St. Louis Blues,6.0,Toronto Maple Leafs,3.0,145.0,1,0
2022-02-19,Anaheim Ducks,7.0,Vancouver Canucks,4.0,144.0,1,0
2022-02-19,Edmonton Oilers,4.0,Winnipeg Jets,2.0,146.0,1,0
2022-02-20,Dallas Stars,1.0,Arizona Coyotes,3.0,138.0,0,1
2022-02-20,Buffalo Sabres,3.0,Columbus Blue Jackets,7.0,159.0,0,1
2022-02-20,Florida Panthers,5.0,Chicago Blackhawks,2.0,153.0,1,0
2022-02-20,Minnesota Wild,7.0,Edmonton Oilers,3.0,143.0,1,0
2022-02-20,Montreal Canadiens,3.0,New York Islanders,2.0,148.0,1,0
2022-02-20,New York Rangers,2.0,Ottawa Senators,1.0,139.0,1,0
2022-02-20,Carolina Hurricanes,4.0,Pittsburgh Penguins,3.0,145.0,1,0
2022-02-20,Vegas Golden Knights,4.0,San Jose Sharks,1.0,151.0,1,0
2022-02-21,Colorado Avalanche,1.0,Boston Bruins,5.0,152.0,0,1
2022-02-21,Winnipeg Jets,1.0,Calgary Flames,3.0,142.0,0,1
2022-02-21,Toronto Maple Leafs,2.0,Montreal Canadiens,5.0,149.0,0,1
2022-02-21,Carolina Hurricanes,4.0,Philadelphia Flyers,3.0,161.0,1,0
2022-02-21,Seattle Kraken,2.0,Vancouver Canucks,5.0,150.0,0,1
2022-02-22,San Jose Sharks,3.0,Anaheim Ducks,4.0,164.0,0,1
2022-02-22,Toronto Maple Leafs,3.0,Columbus Blue Jackets,4.0,152.0,0,1
2022-02-22,Nashville Predators,6.0,Florida Panthers,4.0,155.0,1,0
2022-02-22,Minnesota Wild,3.0,Ottawa Senators,4.0,140.0,0,1
2022-02-22,St. Louis Blues,4.0,Philadelphia Flyers,1.0,144.0,1,0
2022-02-22,New York Islanders,5.0,Seattle Kraken,2.0,141.0,1,0
2022-02-23,Los Angeles Kings,3.0,Arizona Coyotes,2.0,139.0,1,0
2022-02-23,Winnipeg Jets,2.0,Dallas Stars,3.0,147.0,0,1
2022-02-23,Colorado Avalanche,5.0,Detroit Red Wings,2.0,149.0,1,0
2022-02-23,Buffalo Sabres,0.0,Montreal Canadiens,4.0,142.0,0,1
2022-02-23,Edmonton Oilers,3.0,Tampa Bay Lightning,5.0,143.0,0,1
2022-02-24,Columbus Blue Jackets,6.0,Florida Panthers,3.0,147.0,1,0
2022-02-24,Dallas Stars,1.0,Nashville Predators,2.0,156.0,0,1
2022-02-24,Washington Capitals,1.0,New York Rangers,4.0,144.0,0,1
2022-02-24,New Jersey Devils,6.0,Pittsburgh Penguins,1.0,142.0,1,0
2022-02-24,Boston Bruins,3.0,Seattle Kraken,2.0,150.0,1,0
2022-02-24,New York Islanders,3.0,San Jose Sharks,4.0,159.0,0,1
2022-02-24,Minnesota Wild,1.0,Toronto Maple Leafs,3.0,145.0,0,1
2022-02-24,Calgary Flames,1.0,Vancouver Canucks,7.0,155.0,0,1
2022-02-25,Los Angeles Kings,4.0,Anaheim Ducks,1.0,145.0,1,0
2022-02-25,Vegas Golden Knights,1.0,Arizona Coyotes,3.0,140.0,0,1
2022-02-25,Columbus Blue Jackets,0.0,Carolina Hurricanes,4.0,148.0,0,1
2022-02-25,New Jersey Devils,5.0,Chicago Blackhawks,8.0,156.0,0,1
2022-02-25,Winnipeg Jets,3.0,Colorado Avalanche,6.0,144.0,0,1
2022-02-25,Buffalo Sabres,3.0,St. Louis Blues,5.0,143.0,0,1
2022-02-26,Minnesota Wild,3.0,Calgary Flames,7.0,160.0,0,1
2022-02-26,Toronto Maple Leafs,10.0,Detroit Red Wings,7.0,147.0,1,0
2022-02-26,Edmonton Oilers,4.0,Florida Panthers,3.0,154.0,1,0
2022-02-26,New York Islanders,2.0,Los Angeles Kings,5.0,148.0,0,1
2022-02-26,Tampa Bay Lightning,3.0,Nashville Predators,2.0,161.0,1,0
2022-02-26,Montreal Canadiens,2.0,Ottawa Senators,1.0,143.0,1,0
