date,away_team,away_goals,home_team,home_goals,length_of_game_min,outcome,home_wins
2022-02-26,Washington Capitals,1.0,Philadelphia Flyers,2.0,147.0,0,1
2022-02-26,New York Rangers,0.0,Pittsburgh Penguins,1.0,149.0,0,1
2022-02-26,Boston Bruins,3.0,San Jose Sharks,1.0,143.0,1,0
2022-02-26,Colorado Avalanche,3.0,Vegas Golden Knights,2.0,143.0,1,0
2022-02-27,New York Islanders,4.0,Anaheim Ducks,0.0,147.0,1,0
2022-02-27,Winnipeg Jets,5.0,Arizona Coyotes,3.0,139.0,1,0
2022-02-27,Edmonton Oilers,1.0,Carolina Hurricanes,2.0,162.0,0,1
2022-02-27,Pittsburgh Penguins,3.0,Columbus Blue Jackets,2.0,149.0,1,0
2022-02-27,St. Louis Blues,4.0,Chicago Blackhawks,0.0,141.0,1,0
2022-02-27,Buffalo Sabres,2.0,Dallas Stars,4.0,147.0,0,1
2022-02-27,Vancouver Canucks,5.0,New York Rangers,2.0,143.0,1,0
2022-02-27,Seattle Kraken,1.0,San Jose Sharks,3.0,148.0,0,1
2022-02-28,Boston Bruins,7.0,Los Angeles Kings,0.0,155.0,1,0
2022-02-28,Vancouver Canucks,2.0,New Jersey Devils,7.0,148.0,0,1
2022-02-28,Toronto Maple Leafs,5.0,Washington Capitals,3.0,150.0,1,0
2022-03-01,Boston Bruins,3.0,Anaheim Ducks,4.0,152.0,0,1
2022-03-01,New Jersey Devils,3.0,Columbus Blue Jackets,4.0,158.0,0,1
2022-03-01,New York Islanders,3.0,Colorado Avalanche,5.0,143.0,0,1
2022-03-01,Carolina Hurricanes,3.0,Detroit Red Wings,4.0,161.0,0,1
2022-03-01,Calgary Flames,5.0,Minnesota Wild,1.0,149.0,1,0
2022-03-01,Edmonton Oilers,3.0,Philadelphia Flyers,0.0,148.0,1,0
2022-03-01,Ottawa Senators,2.0,Tampa Bay Lightning,5.0,155.0,0,1
2022-03-01,San Jose Sharks,1.0,Vegas Golden Knights,3.0,140.0,0,1
2022-03-01,Montreal Canadiens,4.0,Winnipeg Jets,8.0,155.0,0,1
2022-03-02,Los Angeles Kings,3.0,Dallas Stars,4.0,151.0,0,1
2022-03-02,St. Louis Blues,3.0,New York Rangers,5.0,145.0,0,1
2022-03-02,Nashville Predators,3.0,Seattle Kraken,4.0,148.0,0,1
2022-03-02,Buffalo Sabres,5.0,Toronto Maple Leafs,1.0,139.0,1,0
2022-03-03,Colorado Avalanche,1.0,Arizona Coyotes,2.0,145.0,0,1
2022-03-03,Montreal Canadiens,5.0,Calgary Flames,4.0,153.0,1,0
2022-03-03,Edmonton Oilers,3.0,Chicago Blackhawks,4.0,154.0,0,1
2022-03-03,Ottawa Senators,0.0,Florida Panthers,3.0,156.0,0,1
2022-03-03,Vancouver Canucks,4.0,New York Islanders,3.0,144.0,1,0
2022-03-03,Minnesota Wild,5.0,Philadelphia Flyers,4.0,152.0,1,0
2022-03-03,Pittsburgh Penguins,5.0,Tampa Bay Lightning,1.0,157.0,1,0
2022-03-03,Boston Bruins,5.0,Vegas Golden Knights,2.0,146.0,1,0
2022-03-03,Carolina Hurricanes,0.0,Washington Capitals,4.0,142.0,0,1
2022-03-04,Vegas Golden Knights,5.0,Anaheim Ducks,4.0,151.0,1,0
2022-03-04,Minnesota Wild,4.0,Buffalo Sabres,5.0,149.0,0,1
2022-03-04,Pittsburgh Penguins,2.0,Carolina Hurricanes,3.0,160.0,0,1
2022-03-04,Los Angeles Kings,4.0,Columbus Blue Jackets,3.0,148.0,1,0
2022-03-04,New Jersey Devils,1.0,New York Rangers,3.0,145.0,0,1
2022-03-04,Detroit Red Wings,1.0,Tampa Bay Lightning,3.0,147.0,0,1
2022-03-04,Dallas Stars,4.0,Winnipeg Jets,3.0,154.0,1,0
2022-03-05,Ottawa Senators,5.0,Arizona Coyotes,8.0,147.0,0,1
2022-03-05,Boston Bruins,5.0,Columbus Blue Jackets,4.0,159.0,1,0
2022-03-05,Calgary Flames,4.0,Colorado Avalanche,3.0,153.0,1,0
2022-03-05,Montreal Canadiens,5.0,Edmonton Oilers,2.0,151.0,1,0
2022-03-05,Detroit Red Wings,2.0,Florida Panthers,6.0,141.0,0,1
2022-03-05,St. Louis Blues,1.0,New York Islanders,2.0,150.0,0,1
2022-03-05,Chicago Blackhawks,3.0,Philadelphia Flyers,4.0,158.0,0,1
2022-03-05,Nashville Predators,8.0,San Jose Sharks,0.0,151.0,1,0
2022-03-05,Vancouver Canucks,6.0,Toronto Maple Leafs,4.0,149.0,1,0
2022-03-05,Seattle Kraken,2.0,Washington Capitals,5.0,145.0,0,1
2022-03-06,San Jose Sharks,2.0,Anaheim Ducks,3.0,149.0,0,1
2022-03-06,Los Angeles Kings,3.0,Buffalo Sabres,0.0,152.0,1,0
2022-03-06,Seattle Kraken,2.0,Carolina Hurricanes,3.0,153.0,0,1
2022-03-06,Tampa Bay Lightning,6.0,Chicago Blackhawks,3.0,143.0,1,0
2022-03-06,Dallas Stars,6.0,Minnesota Wild,3.0,162.0,1,0
2022-03-06,St. Louis Blues,2.0,New Jersey Devils,3.0,145.0,0,1
2022-03-06,Ottawa Senators,1.0,Vegas Golden Knights,2.0,151.0,0,1
2022-03-06,New York Rangers,4.0,Winnipeg Jets,1.0,136.0,1,0
2022-03-07,Los Angeles Kings,3.0,Boston Bruins,2.0,163.0,1,0
2022-03-07,Florida Panthers,6.0,Buffalo Sabres,1.0,144.0,1,0
2022-03-07,Toronto Maple Leafs,5.0,Columbus Blue Jackets,4.0,155.0,1,0
2022-03-07,Edmonton Oilers,1.0,Calgary Flames,3.0,151.0,0,1
2022-03-07,Colorado Avalanche,5.0,New York Islanders,4.0,151.0,1,0
2022-03-08,Washington Capitals,5.0,Calgary Flames,4.0,150.0,1,0
2022-03-08,Anaheim Ducks,3.0,Chicago Blackhawks,8.0,145.0,0,1
2022-03-08,Arizona Coyotes,9.0,Detroit Red Wings,2.0,149.0,1,0
2022-03-08,New York Rangers,2.0,Minnesota Wild,5.0,141.0,0,1
2022-03-08,Colorado Avalanche,3.0,New Jersey Devils,5.0,150.0,0,1
2022-03-08,Dallas Stars,1.0,Nashville Predators,2.0,138.0,0,1
2022-03-08,Vegas Golden Knights,1.0,Philadelphia Flyers,2.0,156.0,0,1
2022-03-08,Florida Panthers,4.0,Pittsburgh Penguins,3.0,149.0,1,0
2022-03-08,Ottawa Senators,4.0,St. Louis Blues,1.0,137.0,1,0
2022-03-08,Seattle Kraken,4.0,Toronto Maple Leafs,6.0,150.0,0,1
2022-03-08,Tampa Bay Lightning,4.0,Winnipeg Jets,7.0,138.0,0,1
2022-03-09,Washington Capitals,3.0,Edmonton Oilers,4.0,161.0,0,1
2022-03-09,Montreal Canadiens,3.0,Vancouver Canucks,5.0,146.0,0,1
2022-03-10,Chicago Blackhawks,3.0,Boston Bruins,4.0,151.0,0,1
2022-03-10,Vegas Golden Knights,1.0,Buffalo Sabres,3.0,144.0,0,1
2022-03-10,Colorado Avalanche,0.0,Carolina Hurricanes,2.0,146.0,0,1
2022-03-10,Tampa Bay Lightning,1.0,Calgary Flames,4.0,145.0,0,1
2022-03-10,Minnesota Wild,6.0,Detroit Red Wings,5.0,172.0,1,0
2022-03-10,Philadelphia Flyers,3.0,Florida Panthers,6.0,162.0,0,1
2022-03-10,San Jose Sharks,4.0,Los Angeles Kings,3.0,148.0,1,0
2022-03-10,Winnipeg Jets,2.0,New Jersey Devils,1.0,136.0,1,0
2022-03-10,Anaheim Ducks,1.0,Nashville Predators,4.0,158.0,0,1
2022-03-10,Columbus Blue Jackets,0.0,New York Islanders,6.0,151.0,0,1
2022-03-10,Seattle Kraken,3.0,Ottawa Senators,4.0,149.0,0,1
2022-03-10,New York Rangers,2.0,St. Louis Blues,6.0,144.0,0,1
2022-03-10,Arizona Coyotes,5.0,Toronto Maple Leafs,4.0,146.0,1,0
2022-03-11,Minnesota Wild,2.0,Columbus Blue Jackets,3.0,161.0,0,1
2022-03-11,Winnipeg Jets,2.0,New York Islanders,5.0,147.0,0,1
2022-03-11,Vegas Golden Knights,2.0,Pittsburgh Penguins,5.0,143.0,0,1
2022-03-11,Washington Capitals,4.0,Vancouver Canucks,3.0,153.0,1,0
2022-03-12,Arizona Coyotes,2.0,Boston Bruins,3.0,144.0,0,1
2022-03-12,Philadelphia Flyers,1.0,Carolina Hurricanes,3.0,143.0,0,1
2022-03-12,Detroit Red Wings,0.0,Calgary Flames,3.0,148.0,0,1
2022-03-12,New York Rangers,7.0,Dallas Stars,4.0,147.0,1,0
2022-03-12,Tampa Bay Lightning,1.0,Edmonton Oilers,4.0,159.0,0,1
2022-03-12,Seattle Kraken,4.0,Montreal Canadiens,3.0,171.0,1,0
2022-03-12,Anaheim Ducks,1.0,New Jersey Devils,2.0,150.0,0,1
2022-03-12,St. Louis Blues,7.0,Nashville Predators,4.0,152.0,1,0
2022-03-12,Chicago Blackhawks,6.0,Ottawa Senators,3.0,146.0,1,0
2022-03-12,Los Angeles Kings,0.0,San Jose Sharks,5.0,138.0,0,1
2022-03-13,Toronto Maple Leafs,2.0,Buffalo Sabres,5.0,166.0,0,1
2022-03-13,Vegas Golden Knights,4.0,Columbus Blue Jackets,6.0,153.0,0,1
2022-03-13,Calgary Flames,0.0,Colorado Avalanche,3.0,147.0,0,1
2022-03-13,Florida Panthers,2.0,Los Angeles Kings,3.0,159.0,0,1
2022-03-13,Nashville Predators,6.0,Minnesota Wild,2.0,149.0,1,0
2022-03-13,Anaheim Ducks,3.0,New York Islanders,4.0,150.0,0,1
2022-03-13,Montreal Canadiens,4.0,Philadelphia Flyers,3.0,155.0,1,0
2022-03-13,Carolina Hurricanes,2.0,Pittsburgh Penguins,4.0,158.0,0,1
2022-03-13,Winnipeg Jets,4.0,St. Louis Blues,3.0,148.0,1,0
2022-03-13,Tampa Bay Lightning,2.0,Vancouver Canucks,1.0,148.0,1,0
2022-03-14,Arizona Coyotes,5.0,Ottawa Senators,3.0,142.0,1,0
2022-03-15,Boston Bruins,2.0,Chicago Blackhawks,1.0,154.0,1,0
2022-03-15,Detroit Red Wings,5.0,Edmonton Oilers,7.0,150.0,0,1
2022-03-15,Colorado Avalanche,3.0,Los Angeles Kings,0.0,146.0,1,0
2022-03-15,Arizona Coyotes,6.0,Montreal Canadiens,3.0,146.0,1,0
2022-03-15,Pittsburgh Penguins,1.0,Nashville Predators,4.0,143.0,0,1
2022-03-15,Anaheim Ducks,3.0,New York Rangers,4.0,148.0,0,1
2022-03-15,Florida Panthers,3.0,San Jose Sharks,2.0,153.0,1,0
2022-03-15,Dallas Stars,0.0,Toronto Maple Leafs,4.0,142.0,0,1
2022-03-15,New Jersey Devils,3.0,Vancouver Canucks,6.0,152.0,0,1
2022-03-15,Vegas Golden Knights,3.0,Winnipeg Jets,7.0,145.0,0,1
2022-03-15,New York Islanders,3.0,Washington Capitals,4.0,165.0,0,1
2022-03-16,New Jersey Devils,3.0,Calgary Flames,6.0,146.0,0,1
2022-03-16,Boston Bruins,2.0,Minnesota Wild,4.0,160.0,0,1
2022-03-16,Columbus Blue Jackets,4.0,Ottawa Senators,1.0,143.0,1,0
2022-03-16,Tampa Bay Lightning,4.0,Seattle Kraken,1.0,147.0,1,0
2022-03-17,Washington Capitals,7.0,Columbus Blue Jackets,2.0,156.0,1,0
2022-03-17,Buffalo Sabres,1.0,Edmonton Oilers,6.0,148.0,0,1
2022-03-17,San Jose Sharks,0.0,Los Angeles Kings,3.0,137.0,0,1
2022-03-17,Dallas Stars,4.0,Montreal Canadiens,3.0,161.0,1,0
2022-03-17,New York Islanders,2.0,New York Rangers,1.0,136.0,1,0
2022-03-17,Nashville Predators,4.0,Philadelphia Flyers,5.0,163.0,0,1
2022-03-17,Pittsburgh Penguins,3.0,St. Louis Blues,2.0,163.0,1,0
2022-03-17,Carolina Hurricanes,2.0,Toronto Maple Leafs,3.0,139.0,0,1
2022-03-17,Detroit Red Wings,1.0,Vancouver Canucks,0.0,146.0,1,0
2022-03-17,Florida Panthers,3.0,Vegas Golden Knights,5.0,153.0,0,1
2022-03-18,Florida Panthers,3.0,Anaheim Ducks,0.0,148.0,1,0
2022-03-18,Washington Capitals,4.0,Carolina Hurricanes,3.0,179.0,1,0
2022-03-18,Buffalo Sabres,1.0,Calgary Flames,0.0,143.0,1,0
2022-03-18,Philadelphia Flyers,1.0,Ottawa Senators,3.0,154.0,0,1
2022-03-18,Colorado Avalanche,5.0,San Jose Sharks,3.0,147.0,1,0
2022-03-18,Boston Bruins,4.0,Winnipeg Jets,2.0,150.0,1,0
2022-03-19,Pittsburgh Penguins,4.0,Arizona Coyotes,1.0,139.0,1,0
2022-03-19,St. Louis Blues,4.0,Columbus Blue Jackets,5.0,149.0,0,1
2022-03-19,New Jersey Devils,3.0,Edmonton Oilers,6.0,155.0,0,1
2022-03-19,Chicago Blackhawks,1.0,Minnesota Wild,3.0,146.0,0,1
2022-03-19,Ottawa Senators,1.0,Montreal Canadiens,5.0,149.0,0,1
2022-03-19,Toronto Maple Leafs,3.0,Nashville Predators,6.0,158.0,0,1
2022-03-19,Dallas Stars,2.0,New York Islanders,4.0,146.0,0,1
2022-03-19,Detroit Red Wings,2.0,Seattle Kraken,4.0,150.0,0,1
2022-03-19,New York Rangers,2.0,Tampa Bay Lightning,1.0,154.0,1,0
2022-03-19,Calgary Flames,5.0,Vancouver Canucks,2.0,142.0,1,0
2022-03-19,Los Angeles Kings,1.0,Vegas Golden Knights,5.0,148.0,0,1
2022-03-20,New York Rangers,2.0,Carolina Hurricanes,0.0,143.0,1,0
2022-03-20,Winnipeg Jets,6.0,Chicago Blackhawks,4.0,145.0,1,0
2022-03-20,New York Islanders,1.0,Philadelphia Flyers,2.0,144.0,0,1
2022-03-20,Arizona Coyotes,2.0,San Jose Sharks,4.0,138.0,0,1
2022-03-20,Buffalo Sabres,3.0,Vancouver Canucks,2.0,152.0,1,0
2022-03-20,Dallas Stars,3.0,Washington Capitals,2.0,153.0,1,0
2022-03-21,Nashville Predators,6.0,Anaheim Ducks,3.0,153.0,1,0
2022-03-21,Edmonton Oilers,2.0,Colorado Avalanche,3.0,150.0,0,1
2022-03-21,Vegas Golden Knights,0.0,Minnesota Wild,3.0,140.0,0,1
2022-03-21,Boston Bruins,3.0,Montreal Canadiens,2.0,147.0,1,0
2022-03-22,Seattle Kraken,4.0,Arizona Coyotes,2.0,139.0,1,0
2022-03-22,Tampa Bay Lightning,2.0,Carolina Hurricanes,3.0,161.0,0,1
2022-03-22,San Jose Sharks,4.0,Calgary Flames,3.0,149.0,1,0
2022-03-22,Edmonton Oilers,3.0,Dallas Stars,5.0,148.0,0,1
2022-03-22,Philadelphia Flyers,3.0,Detroit Red Wings,6.0,150.0,0,1
2022-03-22,Nashville Predators,1.0,Los Angeles Kings,6.0,141.0,0,1
2022-03-22,New York Rangers,4.0,New Jersey Devils,7.0,145.0,0,1
2022-03-22,Ottawa Senators,0.0,New York Islanders,3.0,137.0,0,1
2022-03-22,Columbus Blue Jackets,1.0,Pittsburgh Penguins,5.0,141.0,0,1
2022-03-22,Vegas Golden Knights,0.0,Winnipeg Jets,4.0,143.0,0,1
2022-03-22,St. Louis Blues,5.0,Washington Capitals,2.0,138.0,1,0
2022-03-23,Chicago Blackhawks,4.0,Anaheim Ducks,2.0,150.0,1,0
2022-03-23,Pittsburgh Penguins,3.0,Buffalo Sabres,4.0,155.0,0,1
2022-03-23,Vancouver Canucks,3.0,Colorado Avalanche,1.0,141.0,1,0
2022-03-23,New Jersey Devils,2.0,Toronto Maple Leafs,3.0,147.0,0,1
2022-03-24,Tampa Bay Lightning,2.0,Boston Bruins,3.0,159.0,0,1
2022-03-24,Dallas Stars,4.0,Carolina Hurricanes,3.0,161.0,1,0
2022-03-24,San Jose Sharks,2.0,Edmonton Oilers,5.0,150.0,0,1
2022-03-24,Chicago Blackhawks,4.0,Los Angeles Kings,3.0,158.0,1,0
2022-03-24,Vancouver Canucks,2.0,Minnesota Wild,3.0,159.0,0,1
2022-03-24,Florida Panthers,4.0,Montreal Canadiens,3.0,154.0,1,0
2022-03-24,Detroit Red Wings,2.0,New York Islanders,5.0,139.0,0,1
2022-03-24,Philadelphia Flyers,5.0,St. Louis Blues,2.0,139.0,1,0
2022-03-24,Nashville Predators,1.0,Vegas Golden Knights,6.0,162.0,0,1
2022-03-24,Ottawa Senators,5.0,Winnipeg Jets,2.0,144.0,1,0
2022-03-25,Washington Capitals,4.0,Buffalo Sabres,3.0,155.0,1,0
2022-03-25,Arizona Coyotes,2.0,Calgary Flames,4.0,143.0,0,1
2022-03-25,Philadelphia Flyers,3.0,Colorado Avalanche,6.0,153.0,0,1
2022-03-25,Pittsburgh Penguins,1.0,New York Rangers,5.0,140.0,0,1
2022-03-25,Columbus Blue Jackets,3.0,Winnipeg Jets,4.0,150.0,0,1
2022-03-26,New York Islanders,3.0,Boston Bruins,6.0,152.0,0,1
2022-03-26,Edmonton Oilers,5.0,Calgary Flames,9.0,160.0,0,1
2022-03-26,Vancouver Canucks,4.0,Dallas Stars,1.0,156.0,1,0
2022-03-26,Tampa Bay Lightning,2.0,Detroit Red Wings,1.0,164.0,1,0
2022-03-26,Seattle Kraken,2.0,Los Angeles Kings,4.0,140.0,0,1
2022-03-26,Columbus Blue Jackets,2.0,Minnesota Wild,3.0,161.0,0,1
2022-03-26,Toronto Maple Leafs,2.0,Montreal Canadiens,4.0,150.0,0,1
2022-03-26,Florida Panthers,4.0,Ottawa Senators,3.0,174.0,1,0
2022-03-26,Anaheim Ducks,1.0,San Jose Sharks,4.0,139.0,0,1
2022-03-26,Carolina Hurricanes,7.0,St. Louis Blues,2.0,148.0,1,0
2022-03-26,Chicago Blackhawks,4.0,Vegas Golden Knights,5.0,153.0,0,1
2022-03-26,New Jersey Devils,3.0,Washington Capitals,4.0,150.0,0,1
2022-03-27,Colorado Avalanche,2.0,Minnesota Wild,3.0,163.0,0,1
2022-03-27,Montreal Canadiens,2.0,New Jersey Devils,3.0,162.0,0,1
2022-03-27,Philadelphia Flyers,4.0,Nashville Predators,5.0,149.0,0,1
2022-03-27,Tampa Bay Lightning,4.0,New York Islanders,1.0,159.0,1,0
2022-03-27,Buffalo Sabres,4.0,New York Rangers,5.0,145.0,0,1
2022-03-27,Detroit Red Wings,2.0,Pittsburgh Penguins,11.0,154.0,0,1
2022-03-27,Florida Panthers,2.0,Toronto Maple Leafs,5.0,152.0,0,1
2022-03-27,Arizona Coyotes,1.0,Winnipeg Jets,2.0,147.0,0,1
2022-03-28,Buffalo Sabres,6.0,Chicago Blackhawks,5.0,143.0,1,0
2022-03-28,Arizona Coyotes,1.0,Edmonton Oilers,6.0,145.0,0,1
2022-03-28,Seattle Kraken,6.0,Los Angeles Kings,1.0,150.0,1,0
2022-03-28,Vancouver Canucks,1.0,St. Louis Blues,4.0,139.0,0,1
2022-03-28,Carolina Hurricanes,6.0,Washington Capitals,1.0,145.0,1,0
2022-03-29,Dallas Stars,3.0,Anaheim Ducks,2.0,150.0,1,0
2022-03-29,Toronto Maple Leafs,6.0,Boston Bruins,4.0,154.0,1,0
2022-03-29,New York Islanders,4.0,Columbus Blue Jackets,3.0,142.0,1,0
2022-03-29,Colorado Avalanche,2.0,Calgary Flames,1.0,160.0,1,0
2022-03-29,Montreal Canadiens,4.0,Florida Panthers,7.0,159.0,0,1
2022-03-29,Philadelphia Flyers,1.0,Minnesota Wild,4.0,145.0,0,1
2022-03-29,Ottawa Senators,1.0,Nashville Predators,4.0,161.0,0,1
2022-03-29,New York Rangers,3.0,Pittsburgh Penguins,2.0,137.0,1,0
2022-03-29,Carolina Hurricanes,3.0,Tampa Bay Lightning,4.0,157.0,0,1
2022-03-30,San Jose Sharks,2.0,Arizona Coyotes,5.0,143.0,0,1
2022-03-30,Winnipeg Jets,3.0,Buffalo Sabres,2.0,150.0,1,0
2022-03-30,New York Rangers,5.0,Detroit Red Wings,4.0,147.0,1,0
2022-03-30,Los Angeles Kings,3.0,Edmonton Oilers,4.0,158.0,0,1
2022-03-30,Vegas Golden Knights,3.0,Seattle Kraken,0.0,139.0,1,0
2022-03-30,St. Louis Blues,4.0,Vancouver Canucks,3.0,142.0,1,0
2022-03-31,Dallas Stars,3.0,Anaheim Ducks,2.0,150.0,1,0
2022-03-31,New Jersey Devils,1.0,Boston Bruins,8.0,169.0,0,1
2022-03-31,Montreal Canadiens,0.0,Carolina Hurricanes,4.0,150.0,0,1
2022-03-31,Los Angeles Kings,3.0,Calgary Flames,2.0,154.0,1,0
2022-03-31,San Jose Sharks,2.0,Colorado Avalanche,4.0,145.0,0,1
2022-03-31,Chicago Blackhawks,0.0,Florida Panthers,4.0,150.0,0,1
2022-03-31,Pittsburgh Penguins,4.0,Minnesota Wild,3.0,161.0,1,0
2022-03-31,Columbus Blue Jackets,2.0,New York Islanders,5.0,139.0,0,1
2022-03-31,Winnipeg Jets,3.0,Toronto Maple Leafs,7.0,159.0,0,1
2022-04-01,Anaheim Ducks,5.0,Arizona Coyotes,0.0,147.0,1,0
2022-04-01,Nashville Predators,3.0,Buffalo Sabres,4.0,142.0,0,1
2022-04-01,Ottawa Senators,5.0,Detroit Red Wings,2.0,152.0,1,0
2022-04-01,St. Louis Blues,5.0,Edmonton Oilers,6.0,154.0,0,1
2022-04-01,New York Islanders,3.0,New York Rangers,0.0,141.0,1,0
2022-04-01,Vegas Golden Knights,5.0,Seattle Kraken,2.0,149.0,1,0
2022-04-01,Chicago Blackhawks,2.0,Tampa Bay Lightning,5.0,144.0,0,1
2022-04-02,Columbus Blue Jackets,2.0,Boston Bruins,5.0,143.0,0,1
2022-04-02,Minnesota Wild,3.0,Carolina Hurricanes,1.0,155.0,1,0
2022-04-02,St. Louis Blues,6.0,Calgary Flames,4.0,152.0,1,0
2022-04-02,Pittsburgh Penguins,2.0,Colorado Avalanche,3.0,157.0,0,1
2022-04-02,Florida Panthers,7.0,New Jersey Devils,6.0,149.0,1,0
2022-04-02,Toronto Maple Leafs,6.0,Philadelphia Flyers,3.0,144.0,1,0
2022-04-02,Dallas Stars,5.0,San Jose Sharks,4.0,139.0,1,0
2022-04-02,Montreal Canadiens,5.0,Tampa Bay Lightning,4.0,163.0,1,0
2022-04-02,Los Angeles Kings,3.0,Winnipeg Jets,2.0,145.0,1,0
2022-04-03,Edmonton Oilers,6.0,Anaheim Ducks,1.0,150.0,1,0
2022-04-03,Florida Panthers,5.0,Buffalo Sabres,3.0,149.0,1,0
2022-04-03,Arizona Coyotes,3.0,Chicago Blackhawks,2.0,150.0,1,0
2022-04-03,New York Islanders,4.0,New Jersey Devils,3.0,146.0,1,0
2022-04-03,Philadelphia Flyers,4.0,New York Rangers,3.0,160.0,1,0
2022-04-03,Detroit Red Wings,2.0,Ottawa Senators,5.0,147.0,0,1
2022-04-03,Dallas Stars,1.0,Seattle Kraken,4.0,147.0,0,1
2022-04-03,Vegas Golden Knights,3.0,Vancouver Canucks,2.0,147.0,1,0
2022-04-03,Minnesota Wild,5.0,Washington Capitals,1.0,148.0,1,0
2022-04-04,Boston Bruins,3.0,Columbus Blue Jackets,2.0,165.0,1,0
2022-04-04,Calgary Flames,3.0,Los Angeles Kings,2.0,150.0,1,0
2022-04-04,Arizona Coyotes,1.0,St. Louis Blues,5.0,139.0,0,1
2022-04-04,Toronto Maple Leafs,6.0,Tampa Bay Lightning,2.0,151.0,1,0
2022-04-05,Carolina Hurricanes,2.0,Buffalo Sabres,4.0,145.0,0,1
2022-04-05,New York Islanders,2.0,Dallas Stars,3.0,144.0,0,1
2022-04-05,Boston Bruins,3.0,Detroit Red Wings,5.0,155.0,0,1
2022-04-05,Toronto Maple Leafs,6.0,Florida Panthers,7.0,169.0,0,1
2022-04-05,Ottawa Senators,6.0,Montreal Canadiens,3.0,147.0,1,0
2022-04-05,New York Rangers,3.0,New Jersey Devils,1.0,140.0,1,0
2022-04-05,Minnesota Wild,2.0,Nashville Predators,6.0,163.0,0,1
2022-04-05,Columbus Blue Jackets,4.0,Philadelphia Flyers,2.0,144.0,1,0
2022-04-05,Colorado Avalanche,6.0,Pittsburgh Penguins,4.0,151.0,1,0
2022-04-05,Edmonton Oilers,2.0,San Jose Sharks,1.0,140.0,1,0
2022-04-06,Calgary Flames,4.0,Anaheim Ducks,2.0,141.0,1,0
2022-04-06,Seattle Kraken,1.0,St. Louis Blues,4.0,141.0,0,1
2022-04-06,Vancouver Canucks,5.0,Vegas Golden Knights,1.0,140.0,1,0
2022-04-06,Detroit Red Wings,3.0,Winnipeg Jets,1.0,141.0,1,0
2022-04-06,Tampa Bay Lightning,3.0,Washington Capitals,4.0,158.0,0,1
2022-04-07,Vancouver Canucks,5.0,Arizona Coyotes,1.0,134.0,1,0
2022-04-07,Buffalo Sabres,3.0,Carolina Hurricanes,5.0,138.0,0,1
2022-04-07,Philadelphia Flyers,4.0,Columbus Blue Jackets,1.0,131.0,1,0
2022-04-07,Seattle Kraken,2.0,Chicago Blackhawks,0.0,136.0,1,0
2022-04-07,Toronto Maple Leafs,4.0,Dallas Stars,3.0,151.0,1,0
2022-04-07,Edmonton Oilers,3.0,Los Angeles Kings,2.0,141.0,1,0
2022-04-07,Montreal Canadiens,7.0,New Jersey Devils,4.0,144.0,1,0
2022-04-07,Pittsburgh Penguins,0.0,New York Rangers,3.0,144.0,0,1
2022-04-07,Nashville Predators,3.0,Ottawa Senators,2.0,162.0,1,0
2022-04-07,Calgary Flames,4.0,San Jose Sharks,2.0,147.0,1,0
2022-04-08,New York Islanders,2.0,Carolina Hurricanes,1.0,138.0,1,0
2022-04-08,Buffalo Sabres,3.0,Florida Panthers,4.0,140.0,0,1
2022-04-08,Minnesota Wild,3.0,St. Louis Blues,4.0,155.0,0,1
2022-04-08,Boston Bruins,2.0,Tampa Bay Lightning,1.0,154.0,1,0
2022-04-08,Colorado Avalanche,5.0,Winnipeg Jets,4.0,155.0,1,0
2022-04-09,New Jersey Devils,3.0,Dallas Stars,1.0,143.0,1,0
2022-04-09,Columbus Blue Jackets,5.0,Detroit Red Wings,4.0,154.0,1,0
2022-04-09,Colorado Avalanche,2.0,Edmonton Oilers,1.0,157.0,1,0
2022-04-09,Florida Panthers,4.0,Nashville Predators,1.0,150.0,1,0
2022-04-09,Ottawa Senators,1.0,New York Rangers,5.0,146.0,0,1
2022-04-09,Anaheim Ducks,5.0,Philadelphia Flyers,3.0,148.0,1,0
2022-04-09,Washington Capitals,6.0,Pittsburgh Penguins,3.0,159.0,1,0
2022-04-09,Calgary Flames,4.0,Seattle Kraken,1.0,144.0,1,0
2022-04-09,New York Islanders,1.0,St. Louis Blues,6.0,147.0,0,1
2022-04-09,Montreal Canadiens,2.0,Toronto Maple Leafs,3.0,148.0,0,1
2022-04-09,San Jose Sharks,2.0,Vancouver Canucks,4.0,154.0,0,1
2022-04-09,Arizona Coyotes,1.0,Vegas Golden Knights,6.0,143.0,0,1
2022-04-10,Anaheim Ducks,2.0,Carolina Hurricanes,5.0,156.0,0,1
2022-04-10,Dallas Stars,6.0,Chicago Blackhawks,4.0,145.0,1,0
2022-04-10,Los Angeles Kings,3.0,Minnesota Wild,6.0,149.0,0,1
2022-04-10,Winnipeg Jets,4.0,Ottawa Senators,3.0,153.0,1,0
2022-04-10,Nashville Predators,2.0,Pittsburgh Penguins,3.0,155.0,0,1
2022-04-10,Buffalo Sabres,0.0,Tampa Bay Lightning,5.0,142.0,0,1
2022-04-10,Boston Bruins,2.0,Washington Capitals,4.0,159.0,0,1
2022-04-11,Winnipeg Jets,4.0,Montreal Canadiens,2.0,143.0,1,0
2022-04-12,New Jersey Devils,6.0,Arizona Coyotes,2.0,143.0,1,0
2022-04-12,St. Louis Blues,4.0,Boston Bruins,2.0,151.0,1,0
