day_of_week,away_team,home_team,length_of_game_min,outcome,home_wins,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,G,PPG,SHOOTOUTS
3,1,26,155,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
4,1,30,138,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
6,1,5,148,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,21,144,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
4,1,0,149,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
4,1,6,152,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
5,1,16,149,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,25,146,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
6,1,13,144,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
0,1,31,139,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,14,148,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
0,1,9,142,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
4,1,0,154,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,23,159,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
4,1,7,157,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
2,1,17,139,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
4,1,18,141,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
5,1,19,144,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,22,137,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,7,159,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,28,141,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
2,1,24,147,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,10,149,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
3,1,27,146,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
5,1,2,144,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
0,1,20,142,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,15,146,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
6,1,23,138,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
4,1,4,143,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
6,1,31,147,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
0,1,11,145,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
6,1,6,150,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
0,1,25,139,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
5,1,29,143,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
3,1,28,142,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
5,1,4,146,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
1,1,14,152,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
2,1,9,160,1,0,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
3,26,10,170,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,30,163,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
0,26,3,145,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,22,148,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,26,27,151,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,20,150,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,26,21,156,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
6,26,14,144,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,25,161,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,2,153,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
6,26,21,153,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,15,143,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,26,27,149,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,20,140,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,29,151,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,26,12,158,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
6,26,19,149,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,8,145,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,3,138,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,13,152,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
4,26,0,147,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,23,143,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,26,7,161,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
4,26,1,136,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,17,153,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,16,161,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
6,26,6,143,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,31,138,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,26,4,145,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,11,159,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
6,26,28,148,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
2,26,24,147,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,5,161,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,26,2,159,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,10,164,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
6,26,18,159,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
2,26,30,158,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
1,26,9,148,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
6,26,12,164,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,26,8,149,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
4,26,18,146,1,0,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
2,26,7,149,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
5,26,7,149,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
4,26,7,149,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
6,26,7,149,0,1,7,30,82,51,23,8,110,1,285,228,2,5,1,0,3,3,62,259,24,49,252,81,7,5,11,11,2535,11,2441,1,3,513,111,7
3,29,13,152,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,7,152,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
2,29,9,147,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,27,140,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
3,29,20,139,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
5,29,15,151,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
6,29,10,144,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
0,29,25,146,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
2,29,16,157,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
2,29,0,159,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
4,29,1,147,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,2,144,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
3,29,17,156,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
4,29,19,157,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
6,29,18,157,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,13,146,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
0,29,30,152,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,5,158,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
3,29,12,140,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
5,29,26,161,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,11,138,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
2,29,4,145,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
6,29,23,151,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
4,29,1,140,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
4,29,0,151,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,21,156,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
3,29,3,144,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
4,29,22,143,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
6,29,8,153,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,31,145,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
0,29,14,140,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,31,143,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
2,29,24,139,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
4,29,24,149,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
6,29,28,147,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,28,150,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
3,29,4,150,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
5,29,11,151,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
1,29,9,170,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
2,29,6,155,0,1,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
4,29,25,143,1,0,17,28,82,43,31,8,94,1,262,244,4,4,0,0,3,3,39,212,18,47,208,77,10,7,8,8,2830,9,2458,1,3,506,86,8
3,9,19,152,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
5,9,2,156,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
6,9,20,147,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
1,9,22,148,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
0,9,8,144,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
1,9,31,166,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,4,154,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
6,9,28,145,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,14,152,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
5,9,1,146,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
2,9,29,148,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,13,143,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
5,9,23,142,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
4,9,25,150,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
6,9,25,142,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
4,9,12,153,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
5,9,26,146,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,3,155,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
4,9,10,154,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
0,9,21,148,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
1,9,17,152,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
1,9,7,160,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
4,9,6,144,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
6,9,1,138,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,16,156,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
4,9,31,154,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
6,9,14,162,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
1,9,16,138,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
1,9,27,142,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,15,161,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
5,9,18,146,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
6,9,30,153,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,5,161,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
1,9,0,150,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,0,150,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
5,9,23,139,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
6,9,24,147,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
6,9,6,145,1,0,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
0,9,28,149,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
2,9,11,147,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,9,4,147,0,1,15,29,82,46,30,6,98,1,233,244,5,2,0,0,3,3,54,241,22,46,219,79,7,5,7,8,2486,9,2545,1,2,477,100,7
3,27,20,146,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,22,149,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
0,27,5,145,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
