day_of_week,away_team,home_team,length_of_game_min,outcome,home_wins,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,G,PPG,SHOOTOUTS
4,6,3,140,0,1,27,28,82,28,42,12,68,0,213,289,6,2,-1,0,3,4,47,245,19,53,223,76,2,6,8,9,2362,9,2703,1,4,502,100,8
2,28,11,162,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
4,28,21,162,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,10,156,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
1,28,3,137,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,6,147,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,24,152,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,7,143,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,29,156,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
6,28,0,141,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
2,28,22,144,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
4,28,8,140,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
6,28,2,155,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
0,28,15,145,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
2,28,20,148,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,23,137,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
2,28,0,148,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,13,156,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,24,154,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
1,28,12,154,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,26,149,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,5,149,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
6,28,30,148,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
1,28,16,146,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,31,143,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,4,152,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
0,28,6,141,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
1,28,16,143,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,23,149,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
6,28,19,143,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
0,28,17,148,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,18,144,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,27,149,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
2,28,7,141,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,14,159,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,9,156,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
0,28,25,139,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
2,28,29,140,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,1,134,1,0,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
3,28,14,148,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
5,28,4,151,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
4,28,11,154,0,1,18,28,82,40,30,12,92,1,246,231,3,5,0,0,3,3,58,247,23,58,231,75,5,6,8,9,2622,9,2612,1,1,477,116,8
2,15,27,153,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
3,15,3,146,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
1,15,24,140,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
3,15,23,143,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,13,147,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
6,15,0,143,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,10,159,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
6,15,2,149,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
1,15,19,146,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
2,15,30,149,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
4,15,3,140,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,22,154,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,16,164,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,25,138,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
1,15,22,142,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
1,15,26,159,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
3,15,5,147,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,12,147,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
2,15,2,159,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
3,15,6,145,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
0,15,1,142,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
1,15,9,165,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
3,15,29,155,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,7,156,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
0,15,14,152,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
6,15,18,148,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,20,143,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
1,15,31,155,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
3,15,4,153,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,11,151,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
2,15,28,146,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
6,15,21,155,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
6,15,17,162,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
1,15,12,159,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
3,15,5,150,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,26,163,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
3,15,17,144,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,27,148,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
2,15,8,144,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
5,15,20,157,0,1,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
2,15,19,143,1,0,32,28,82,22,49,11,55,0,218,317,3,2,-1,0,3,4,34,248,14,67,274,76,6,12,10,9,2442,9,2823,1,3,535,101,5
2,19,30,149,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,15,150,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
0,19,27,148,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
3,19,16,161,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,20,146,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
6,19,24,146,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
1,19,28,142,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
4,19,11,150,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,4,145,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,8,149,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
3,19,27,138,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
2,19,18,150,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
4,19,2,154,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
1,19,6,157,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
4,19,3,147,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
1,19,7,155,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
2,19,1,145,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
2,19,12,154,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
4,19,26,162,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
3,19,29,139,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,0,148,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
0,19,13,138,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
3,19,23,142,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,21,131,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
4,19,5,147,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
3,19,8,147,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
6,19,20,139,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,22,149,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
6,19,31,136,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
1,19,14,141,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
3,19,25,144,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,9,147,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,26,154,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
6,19,5,143,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
1,19,17,145,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
1,19,22,137,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
2,19,10,147,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
1,19,17,140,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
2,19,21,139,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
3,19,18,136,1,0,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
5,19,2,146,0,1,8,27,82,52,24,6,110,1,250,204,4,3,1,0,3,2,55,218,25,40,226,82,8,2,8,8,2392,10,2528,1,9,454,95,7
3,18,5,166,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,12,154,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,6,146,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
3,18,8,140,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,1,146,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
6,18,29,144,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,16,163,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
3,18,15,148,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,31,142,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
6,18,14,137,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
3,18,17,144,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
0,18,26,155,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,12,144,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,10,152,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,20,142,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,10,143,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,21,171,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
2,18,28,138,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
4,18,11,140,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,4,148,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,3,145,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,24,141,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
3,18,23,159,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,13,148,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
6,18,0,147,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,7,143,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,30,165,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
3,18,19,136,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
6,18,21,144,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,2,152,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,8,142,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
4,18,19,141,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
6,18,17,146,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,9,144,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
4,18,5,138,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,25,147,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
3,18,22,149,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
4,18,15,142,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
6,18,27,149,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
5,18,3,141,0,1,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
1,18,30,141,1,0,20,30,82,37,35,10,84,1,229,231,2,6,0,0,3,3,46,208,22,34,215,84,5,7,9,8,2367,10,2669,1,9,460,80,8
3,1,8,150,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
5,1,3,148,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
0,1,12,147,0,1,31,28,82,25,50,7,57,0,206,309,1,4,-1,0,3,4,28,202,14,64,256,75,3,4,10,8,2121,10,2910,1,1,515,92,5
