away_team,away_goals,home_team,home_goals,length_of_game_min,outcome,home_wins,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,G,PPG,SHOOTOUTS,day_code
22,4.0,18,5.0,160.0,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,1
22,1.0,2,2.0,146.0,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,5
22,7.0,10,2.0,146.0,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,5
22,1.0,21,4.0,157.0,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,6
24,3.0,29,4.0,145.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,4.0,16,3.0,156.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,3
24,1.0,8,2.0,145.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,5
24,1.0,21,6.0,150.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,0
24,2.0,17,4.0,164.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,2.0,11,5.0,138.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,0
24,4.0,1,5.0,146.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,5
24,2.0,29,4.0,146.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,0.0,26,3.0,133.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,4
24,4.0,12,1.0,138.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,5
24,7.0,3,4.0,146.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,0
24,3.0,10,4.0,158.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,2
24,3.0,23,1.0,132.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,1.0,0,4.0,137.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,2
24,3.0,7,4.0,147.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,0
24,2.0,9,5.0,149.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,2
24,1.0,25,2.0,139.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,3
24,2.0,22,1.0,140.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,3
24,2.0,19,3.0,147.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,6
24,2.0,2,3.0,151.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,3.0,18,0.0,136.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,2
24,4.0,0,3.0,148.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,4
24,3.0,31,5.0,143.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,3
24,1.0,4,2.0,141.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,5
24,2.0,28,5.0,150.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,0
24,1.0,23,3.0,148.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,6
24,2.0,30,5.0,145.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,5
24,2.0,5,3.0,153.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,6
24,4.0,27,6.0,150.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,3.0,20,4.0,149.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,3
24,4.0,15,3.0,171.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,5
24,4.0,1,2.0,139.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,2.0,13,4.0,140.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,5
24,6.0,13,1.0,150.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,0
24,1.0,25,4.0,141.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,2
24,2.0,6,0.0,136.0,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,3
24,3.0,4,5.0,148.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,3.0,14,6.0,146.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,4
24,2.0,9,3.0,149.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,5
24,2.0,28,5.0,141.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,1
24,3.0,31,4.0,130.0,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,6
31,1.0,0,4.0,149.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,2
31,3.0,23,4.0,145.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,5
31,5.0,14,6.0,171.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,1
31,4.0,0,3.0,144.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,1
31,3.0,13,2.0,136.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,3
31,1.0,23,2.0,142.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,5
31,1.0,11,2.0,162.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,3
31,2.0,28,3.0,142.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,4
31,0.0,8,3.0,147.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,2
31,1.0,14,7.0,141.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,4
31,4.0,4,2.0,144.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,5
31,3.0,24,0.0,145.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,3
31,3.0,28,4.0,162.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,4
31,5.0,29,4.0,151.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,6
31,3.0,1,1.0,138.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,1
31,1.0,7,7.0,149.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,3
31,3.0,10,0.0,143.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,3
31,3.0,30,4.0,148.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,1
31,2.0,16,5.0,155.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,3
31,2.0,2,3.0,142.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,5
31,2.0,22,3.0,163.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,6
31,4.0,25,1.0,140.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,5
31,1.0,21,3.0,144.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,1
31,3.0,9,4.0,154.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,4
31,5.0,16,2.0,150.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,5
31,1.0,4,3.0,142.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,0
31,2.0,9,3.0,147.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,2
31,3.0,7,6.0,144.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,4
31,5.0,1,3.0,139.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,6
31,2.0,17,1.0,136.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,3
31,2.0,18,5.0,147.0,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,4
31,4.0,25,3.0,148.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,6
31,6.0,6,4.0,145.0,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,6
